"cause_name","sex","age","deaths"
"Cysticercosis","Male","65 to 69",2.2072257763743
"Cysticercosis","Male","70 to 74",1.3801612621695
"Cysticercosis","Male","75 to 79",0.76525276038051
"Cysticercosis","Male","80 plus",0.61365614201128
"Cysticercosis","Male","Under 5",0.3438793684151
"Dengue","Female","10 to 14",17.810461765647
"Dengue","Female","15 to 19",32.841088713884
"Dengue","Female","20 to 24",70.363762083054
"Dengue","Female","25 to 29",123.77095437384
"Dengue","Female","30 to 34",119.95293854237
"Dengue","Female","35 to 39",124.02634825516
"Dengue","Female","40 to 44",117.02321675253
"Dengue","Female","45 to 49",28.955832947135
"Dengue","Female","5 to 9",29.240540322065
"Dengue","Female","50 to 54",24.183559176087
"Dengue","Female","55 to 59",30.128874470234
"Dengue","Female","60 to 64",27.867030894041
"Dengue","Female","65 to 69",50.338837484837
"Dengue","Female","70 to 74",36.086449622393
"Dengue","Female","75 to 79",23.37044273448
"Dengue","Female","80 plus",61.925722020507
"Dengue","Female","Under 5",77.0043049196
"Dengue","Male","10 to 14",10.661897223115
"Dengue","Male","15 to 19",32.166055430651
"Dengue","Male","20 to 24",29.370129039288
"Dengue","Male","25 to 29",31.007048877716
"Dengue","Male","30 to 34",32.418848947048
"Dengue","Male","35 to 39",35.318761412144
"Dengue","Male","40 to 44",27.867627563357
"Dengue","Male","45 to 49",36.975162330389
"Dengue","Male","5 to 9",29.076228865862
"Dengue","Male","50 to 54",39.350257157564
"Dengue","Male","55 to 59",35.854140634418
"Dengue","Male","60 to 64",53.544158220053
"Dengue","Male","65 to 69",41.495840384185
"Dengue","Male","70 to 74",38.001150873303
"Dengue","Male","75 to 79",29.933885513902
"Dengue","Male","80 plus",45.499096095324
"Dengue","Male","Under 5",119.0730153358
"Depressive disorders","Female","10 to 14",NA
"Depressive disorders","Female","15 to 19",NA
"Depressive disorders","Female","20 to 24",NA
"Depressive disorders","Female","25 to 29",NA
"Depressive disorders","Female","30 to 34",NA
"Depressive disorders","Female","35 to 39",NA
"Depressive disorders","Female","40 to 44",NA
"Depressive disorders","Female","45 to 49",NA
"Depressive disorders","Female","5 to 9",NA
"Depressive disorders","Female","50 to 54",NA
"Depressive disorders","Female","55 to 59",NA
"Depressive disorders","Female","60 to 64",NA
"Depressive disorders","Female","65 to 69",NA
"Depressive disorders","Female","70 to 74",NA
"Depressive disorders","Female","75 to 79",NA
"Depressive disorders","Female","80 plus",NA
"Depressive disorders","Female","Under 5",NA
"Depressive disorders","Male","10 to 14",NA
"Depressive disorders","Male","15 to 19",NA
"Depressive disorders","Male","20 to 24",NA
"Depressive disorders","Male","25 to 29",NA
"Depressive disorders","Male","30 to 34",NA
"Depressive disorders","Male","35 to 39",NA
"Depressive disorders","Male","40 to 44",NA
"Depressive disorders","Male","45 to 49",NA
"Depressive disorders","Male","5 to 9",NA
"Depressive disorders","Male","50 to 54",NA
"Depressive disorders","Male","55 to 59",NA
"Depressive disorders","Male","60 to 64",NA
"Depressive disorders","Male","65 to 69",NA
"Depressive disorders","Male","70 to 74",NA
"Depressive disorders","Male","75 to 79",NA
"Depressive disorders","Male","80 plus",NA
"Depressive disorders","Male","Under 5",NA
"Diabetes mellitus","Female","10 to 14",179.76148820496
"Diabetes mellitus","Female","15 to 19",313.15644558716
"Diabetes mellitus","Female","20 to 24",859.271888237
"Diabetes mellitus","Female","25 to 29",1036.6652423706
"Diabetes mellitus","Female","30 to 34",1205.4532874298
"Diabetes mellitus","Female","35 to 39",1545.4874756317
"Diabetes mellitus","Female","40 to 44",1874.492991394
"Diabetes mellitus","Female","45 to 49",3902.2890581055
"Diabetes mellitus","Female","5 to 9",59.834845317364
"Diabetes mellitus","Female","50 to 54",5533.0901673584
"Diabetes mellitus","Female","55 to 59",9209.9032672119
"Diabetes mellitus","Female","60 to 64",12978.138001953
"Diabetes mellitus","Female","65 to 69",15779.960883057
"Diabetes mellitus","Female","70 to 74",18474.14116333
"Diabetes mellitus","Female","75 to 79",16333.596218262
"Diabetes mellitus","Female","80 plus",21634.463739258
"Diabetes mellitus","Female","Under 5",642.22058242726
"Diabetes mellitus","Male","10 to 14",102.41376416016
"Diabetes mellitus","Male","15 to 19",163.46042464447
"Diabetes mellitus","Male","20 to 24",953.50786065674
"Diabetes mellitus","Male","25 to 29",1105.961471344
"Diabetes mellitus","Male","30 to 34",2258.189537384
"Diabetes mellitus","Male","35 to 39",3080.1167247314
"Diabetes mellitus","Male","40 to 44",3406.0239176636
"Diabetes mellitus","Male","45 to 49",5473.1503348389
"Diabetes mellitus","Male","5 to 9",85.474577919006
"Diabetes mellitus","Male","50 to 54",8029.6009693604
"Diabetes mellitus","Male","55 to 59",12847.530857422
"Diabetes mellitus","Male","60 to 64",15938.451968018
"Diabetes mellitus","Male","65 to 69",16954.9320625
"Diabetes mellitus","Male","70 to 74",18265.966533203
"Diabetes mellitus","Male","75 to 79",17171.584776367
"Diabetes mellitus","Male","80 plus",19824.178359863
"Diabetes mellitus","Male","Under 5",552.23045884299
"Diarrheal diseases","Female","10 to 14",3872.5773886642
"Diarrheal diseases","Female","15 to 19",3686.1661617203
"Diarrheal diseases","Female","20 to 24",3452.4249707947
"Diarrheal diseases","Female","25 to 29",2730.8362284622
"Diarrheal diseases","Female","30 to 34",2601.5637659836
"Diarrheal diseases","Female","35 to 39",2641.2752583618
"Diarrheal diseases","Female","40 to 44",3725.1711826859
"Diarrheal diseases","Female","45 to 49",5247.652560791
"Diarrheal diseases","Female","5 to 9",7893.3146171418
"Diarrheal diseases","Female","50 to 54",6366.3932988739
"Diarrheal diseases","Female","55 to 59",11517.104065704
"Diarrheal diseases","Female","60 to 64",15197.003852356
"Diarrheal diseases","Female","65 to 69",19866.001163361
"Diarrheal diseases","Female","70 to 74",24118.958254639
"Diarrheal diseases","Female","75 to 79",25038.79570636
"Diarrheal diseases","Female","80 plus",49270.960731445
"Diarrheal diseases","Female","Under 5",45598.302372557
"Diarrheal diseases","Male","10 to 14",3502.1599889526
"Diarrheal diseases","Male","15 to 19",3272.2138934937
"Diarrheal diseases","Male","20 to 24",2571.2703181763
"Diarrheal diseases","Male","25 to 29",2631.7711151886
"Diarrheal diseases","Male","30 to 34",2686.5159480972
"Diarrheal diseases","Male","35 to 39",3527.7128795319
"Diarrheal diseases","Male","40 to 44",4809.2333558655
"Diarrheal diseases","Male","45 to 49",6455.1807677307
"Diarrheal diseases","Male","5 to 9",6914.0724178925
"Diarrheal diseases","Male","50 to 54",7870.9919495545
"Diarrheal diseases","Male","55 to 59",12141.561407471
"Diarrheal diseases","Male","60 to 64",13413.098505341
"Diarrheal diseases","Male","65 to 69",14008.02039856
"Diarrheal diseases","Male","70 to 74",18011.229048584
"Diarrheal diseases","Male","75 to 79",16139.396106445
"Diarrheal diseases","Male","80 plus",27820.048826294
"Diarrheal diseases","Male","Under 5",34627.010184574
"Diphtheria","Female","10 to 14",44.220812669761
"Diphtheria","Female","15 to 19",22.035299799798
"Diphtheria","Female","20 to 24",12.870207909685
"Diphtheria","Female","25 to 29",8.8908812628139
"Diphtheria","Female","30 to 34",9.3604944503105
"Diphtheria","Female","35 to 39",12.397983957142
"Diphtheria","Female","40 to 44",11.026569019551
"Diphtheria","Female","45 to 49",19.655608297741
"Diphtheria","Female","5 to 9",113.40507455882
"Diphtheria","Female","50 to 54",18.036122237379
"Diphtheria","Female","55 to 59",15.42744007829
"Diphtheria","Female","Under 5",429.93759876357
"Diphtheria","Male","10 to 14",47.218180912499
"Diphtheria","Male","15 to 19",23.931995158283
"Diphtheria","Male","20 to 24",15.674102924337
"Diphtheria","Male","25 to 29",13.026540045453
"Diphtheria","Male","30 to 34",17.017180152617
"Diphtheria","Male","35 to 39",21.119406602032
"Diphtheria","Male","40 to 44",23.534356854
"Diphtheria","Male","45 to 49",38.632766670603
"Diphtheria","Male","5 to 9",105.81080893326
"Diphtheria","Male","50 to 54",26.531076791338
"Diphtheria","Male","55 to 59",21.973487478223
"Diphtheria","Male","Under 5",319.29619899039
"Drowning","Female","10 to 14",2067.8383024082
"Drowning","Female","15 to 19",2476.1036132164
"Drowning","Female","20 to 24",1752.8230680351
"Drowning","Female","25 to 29",1550.3691922836
"Drowning","Female","30 to 34",998.7356258564
"Drowning","Female","35 to 39",1152.473723423
"Drowning","Female","40 to 44",1011.4116933842
"Drowning","Female","45 to 49",950.76178189659
"Drowning","Female","5 to 9",2645.2714012108
"Drowning","Female","50 to 54",1168.2562146263
"Drowning","Female","55 to 59",1249.8650677528
"Drowning","Female","60 to 64",1512.9509828224
"Drowning","Female","65 to 69",1589.2143690052
"Drowning","Female","70 to 74",1543.0032527809
"Drowning","Female","75 to 79",1368.3233811607
"Drowning","Female","80 plus",1727.7152840424
"Drowning","Female","Under 5",7395.0802161327
"Drowning","Male","10 to 14",3330.1865658836
"Drowning","Male","15 to 19",4905.8785726929
"Drowning","Male","20 to 24",4714.4034888153
"Drowning","Male","25 to 29",3966.0492875366
"Drowning","Male","30 to 34",3396.7475478973
"Drowning","Male","35 to 39",3765.4592075043
"Drowning","Male","40 to 44",2995.0698840942
"Drowning","Male","45 to 49",2985.2130680542
"Drowning","Male","5 to 9",3985.3106492462
"Drowning","Male","50 to 54",2608.6850081787
"Drowning","Male","55 to 59",3224.0210451126
"Drowning","Male","60 to 64",2468.6435224762
"Drowning","Male","65 to 69",2007.3808683243
"Drowning","Male","70 to 74",1657.6723258438
"Drowning","Male","75 to 79",1035.4862057571
"Drowning","Male","80 plus",1230.474767807
"Drowning","Male","Under 5",7106.933161175
"Drug use disorders","Female","10 to 14",NA
"Drug use disorders","Female","15 to 19",16.719870764494
"Drug use disorders","Female","20 to 24",21.74734080267
"Drug use disorders","Female","25 to 29",20.343651498556
"Drug use disorders","Female","30 to 34",19.987436864138
"Drug use disorders","Female","35 to 39",28.268294958591
"Drug use disorders","Female","40 to 44",33.784263413906
"Drug use disorders","Female","45 to 49",61.7387178936
"Drug use disorders","Female","50 to 54",116.85427477169
"Drug use disorders","Female","55 to 59",108.1266310091
"Drug use disorders","Female","60 to 64",110.10143033791
"Drug use disorders","Female","65 to 69",49.939599418163
"Drug use disorders","Female","70 to 74",37.166654812813
"Drug use disorders","Female","75 to 79",31.406649046183
"Drug use disorders","Female","80 plus",43.28771181488
"Drug use disorders","Female","Under 5",69.069854962513
"Drug use disorders","Male","10 to 14",NA
"Drug use disorders","Male","15 to 19",29.998604805946
"Drug use disorders","Male","20 to 24",54.63113139534
"Drug use disorders","Male","25 to 29",154.44470354271
"Drug use disorders","Male","30 to 34",168.34275213432
"Drug use disorders","Male","35 to 39",288.30788274193
"Drug use disorders","Male","40 to 44",310.4021258812
"Drug use disorders","Male","45 to 49",358.06451136017
"Drug use disorders","Male","50 to 54",578.97165367126
"Drug use disorders","Male","55 to 59",484.23375290203
"Drug use disorders","Male","60 to 64",523.70882391882
"Drug use disorders","Male","65 to 69",103.32153028488
"Drug use disorders","Male","70 to 74",120.18967842627
"Drug use disorders","Male","75 to 79",113.05436592984
"Drug use disorders","Male","80 plus",97.099741658807
"Drug use disorders","Male","Under 5",60.734579211682
"Eating disorders","Female","10 to 14",2.967664717244
"Eating disorders","Female","15 to 19",8.7551871734038
"Eating disorders","Female","20 to 24",12.149832434013
"Eating disorders","Female","25 to 29",12.568815133847
"Eating disorders","Female","30 to 34",9.2349329862818
"Eating disorders","Female","35 to 39",6.9242498894371
"Eating disorders","Female","40 to 44",5.6618190254904
"Eating disorders","Female","45 to 49",5.1891407448314
"Eating disorders","Female","5 to 9",3.8629423733167
"Eating disorders","Male","10 to 14",0.36264134293888
"Eating disorders","Male","15 to 19",1.1856061809128
"Eating disorders","Male","20 to 24",2.0469721038174
"Eating disorders","Male","25 to 29",2.5216295783482
"Eating disorders","Male","30 to 34",2.3186115120733
"Eating disorders","Male","35 to 39",1.9259343482051
"Eating disorders","Male","40 to 44",1.6010034210123
"Eating disorders","Male","45 to 49",1.3229650249812
"Eating disorders","Male","5 to 9",0.50028135783039
"Encephalitis","Female","10 to 14",1655.9030252686
"Encephalitis","Female","15 to 19",1132.6737577095
"Encephalitis","Female","20 to 24",1347.906197052
"Encephalitis","Female","25 to 29",632.7751207943
"Encephalitis","Female","30 to 34",478.03488624763
"Encephalitis","Female","35 to 39",575.26548191452
"Encephalitis","Female","40 to 44",614.96735672379
"Encephalitis","Female","45 to 49",708.10790465546
"Encephalitis","Female","5 to 9",1151.9826637573
"Encephalitis","Female","50 to 54",820.34941152191
"Encephalitis","Female","55 to 59",856.6484970398
"Encephalitis","Female","60 to 64",1000.1736611595
"Encephalitis","Female","65 to 69",856.15375550461
"Encephalitis","Female","70 to 74",284.12856371689
"Encephalitis","Female","75 to 79",242.71534952736
"Encephalitis","Female","80 plus",287.14587347794
"Encephalitis","Female","Under 5",7902.4194401835
"Encephalitis","Male","10 to 14",1128.861424469
"Encephalitis","Male","15 to 19",835.99425208282
"Encephalitis","Male","20 to 24",719.81520093536
"Encephalitis","Male","25 to 29",1057.762878273
"Encephalitis","Male","30 to 34",711.39512073135
"Encephalitis","Male","35 to 39",1016.31295681
"Encephalitis","Male","40 to 44",579.16601490402
"Encephalitis","Male","45 to 49",698.75461040497
"Encephalitis","Male","5 to 9",1178.8418217087
"Encephalitis","Male","50 to 54",646.80999456024
"Encephalitis","Male","55 to 59",832.98221412659
"Encephalitis","Male","60 to 64",835.16824736023
"Encephalitis","Male","65 to 69",990.07848516083
"Encephalitis","Male","70 to 74",589.46323291779
"Encephalitis","Male","75 to 79",262.43740086365
"Encephalitis","Male","80 plus",325.32145360184
"Encephalitis","Male","Under 5",4213.8427017472
"Endocarditis","Female","10 to 14",38.089240655541
"Endocarditis","Female","15 to 19",89.11659428978
"Endocarditis","Female","20 to 24",121.11102377081
"Endocarditis","Female","25 to 29",139.29966283703
"Endocarditis","Female","30 to 34",130.6576275053
"Endocarditis","Female","35 to 39",140.59030722618
"Endocarditis","Female","40 to 44",182.08013156891
"Endocarditis","Female","45 to 49",231.50389609909
"Endocarditis","Female","5 to 9",42.585064638495
"Endocarditis","Female","50 to 54",213.47242479134
"Endocarditis","Female","55 to 59",289.29468985176
"Endocarditis","Female","60 to 64",376.11450644684
"Endocarditis","Female","65 to 69",384.58479046822
"Endocarditis","Female","70 to 74",535.96308012009
"Endocarditis","Female","75 to 79",538.80701039505
"Endocarditis","Female","80 plus",969.23331842041
"Endocarditis","Female","Under 5",194.71271651029
"Endocarditis","Male","10 to 14",34.160855129957
"Endocarditis","Male","15 to 19",73.125558299541
"Endocarditis","Male","20 to 24",133.9569916048
"Endocarditis","Male","25 to 29",203.54648988342
"Endocarditis","Male","30 to 34",233.41204335976
"Endocarditis","Male","35 to 39",317.08740679359
"Endocarditis","Male","40 to 44",361.23064418983
"Endocarditis","Male","45 to 49",429.75580870056
"Endocarditis","Male","5 to 9",18.003999932885
"Endocarditis","Male","50 to 54",482.99630445862
"Endocarditis","Male","55 to 59",598.65630843735
"Endocarditis","Male","60 to 64",659.4286076088
"Endocarditis","Male","65 to 69",619.23693549728
"Endocarditis","Male","70 to 74",581.75012141037
"Endocarditis","Male","75 to 79",526.64354292297
"Endocarditis","Male","80 plus",805.66519551086
"Endocarditis","Male","Under 5",204.57228577395
"Endocrine, metabolic, blood, and immune disorders","Female","10 to 14",163.94619350433
"Endocrine, metabolic, blood, and immune disorders","Female","15 to 19",208.48602750015
"Endocrine, metabolic, blood, and immune disorders","Female","20 to 24",280.28774394798
"Endocrine, metabolic, blood, and immune disorders","Female","25 to 29",329.84168794251
"Endocrine, metabolic, blood, and immune disorders","Female","30 to 34",230.1169755106
"Endocrine, metabolic, blood, and immune disorders","Female","35 to 39",195.68244434357
"Endocrine, metabolic, blood, and immune disorders","Female","40 to 44",316.27716085434
"Endocrine, metabolic, blood, and immune disorders","Female","45 to 49",715.5294821701
"Endocrine, metabolic, blood, and immune disorders","Female","5 to 9",151.15671301651
"Endocrine, metabolic, blood, and immune disorders","Female","50 to 54",449.1383730545
"Endocrine, metabolic, blood, and immune disorders","Female","55 to 59",1211.8477452927
"Endocrine, metabolic, blood, and immune disorders","Female","60 to 64",604.25847298431
"Endocrine, metabolic, blood, and immune disorders","Female","65 to 69",1372.3088672104
"Endocrine, metabolic, blood, and immune disorders","Female","70 to 74",1596.8659284363
"Endocrine, metabolic, blood, and immune disorders","Female","75 to 79",1083.9758772736
"Endocrine, metabolic, blood, and immune disorders","Female","80 plus",2514.982579422
"Endocrine, metabolic, blood, and immune disorders","Female","Under 5",2198.5570502126
"Endocrine, metabolic, blood, and immune disorders","Male","10 to 14",167.51876532745
"Endocrine, metabolic, blood, and immune disorders","Male","15 to 19",270.87413834572
"Endocrine, metabolic, blood, and immune disorders","Male","20 to 24",321.44260661316
"Endocrine, metabolic, blood, and immune disorders","Male","25 to 29",370.98193123436
"Endocrine, metabolic, blood, and immune disorders","Male","30 to 34",320.98370317459
"Endocrine, metabolic, blood, and immune disorders","Male","35 to 39",575.79211598587
"Endocrine, metabolic, blood, and immune disorders","Male","40 to 44",611.9806199646
"Endocrine, metabolic, blood, and immune disorders","Male","45 to 49",680.65142168427
"Endocrine, metabolic, blood, and immune disorders","Male","5 to 9",218.45164266682
"Endocrine, metabolic, blood, and immune disorders","Male","50 to 54",730.88876612854
"Endocrine, metabolic, blood, and immune disorders","Male","55 to 59",916.95057383728
"Endocrine, metabolic, blood, and immune disorders","Male","60 to 64",946.45648907471
"Endocrine, metabolic, blood, and immune disorders","Male","65 to 69",1015.6260372887
"Endocrine, metabolic, blood, and immune disorders","Male","70 to 74",925.75801587677
"Endocrine, metabolic, blood, and immune disorders","Male","75 to 79",879.83449150467
"Endocrine, metabolic, blood, and immune disorders","Male","80 plus",1098.3866975708
"Endocrine, metabolic, blood, and immune disorders","Male","Under 5",1009.7563431497
"Epilepsy","Female","10 to 14",306.24148060989
"Epilepsy","Female","15 to 19",379.62889569664
"Epilepsy","Female","20 to 24",305.49346936989
"Epilepsy","Female","25 to 29",370.70762868118
"Epilepsy","Female","30 to 34",328.56986792374
"Epilepsy","Female","35 to 39",206.80307636547
"Epilepsy","Female","40 to 44",170.16316138029
"Epilepsy","Female","45 to 49",154.83184172344
"Epilepsy","Female","5 to 9",202.01519475746
"Epilepsy","Female","50 to 54",163.39754802132
"Epilepsy","Female","55 to 59",89.118748332024
"Epilepsy","Female","60 to 64",203.17391966248
"Epilepsy","Female","65 to 69",148.01215472031
"Epilepsy","Female","70 to 74",186.85279065323
"Epilepsy","Female","75 to 79",146.40970480156
"Epilepsy","Female","80 plus",875.75317406082
"Epilepsy","Female","Under 5",1036.0333135567
"Epilepsy","Male","10 to 14",584.30227454662
"Epilepsy","Male","15 to 19",761.99781826401
"Epilepsy","Male","20 to 24",975.99836936951
"Epilepsy","Male","25 to 29",913.37793865204
"Epilepsy","Male","30 to 34",696.69349662018
"Epilepsy","Male","35 to 39",838.49373577118
"Epilepsy","Male","40 to 44",486.40171078873
"Epilepsy","Male","45 to 49",422.65914406586
"Epilepsy","Male","5 to 9",611.72263553238
"Epilepsy","Male","50 to 54",365.84056261063
"Epilepsy","Male","55 to 59",419.83485370636
"Epilepsy","Male","60 to 64",635.89462563705
"Epilepsy","Male","65 to 69",447.15646814346
"Epilepsy","Male","70 to 74",1045.9285344391
"Epilepsy","Male","75 to 79",461.37685677338
"Epilepsy","Male","80 plus",776.36967511749
"Epilepsy","Male","Under 5",2004.0348525867
"Esophageal cancer","Female","15 to 19",18.760719541788
"Esophageal cancer","Female","20 to 24",77.610848600388
"Esophageal cancer","Female","25 to 29",122.07732321358
"Esophageal cancer","Female","30 to 34",367.50452657509
"Esophageal cancer","Female","35 to 39",701.59004524612
"Esophageal cancer","Female","40 to 44",1342.6428194885
"Esophageal cancer","Female","45 to 49",1821.2763630371
"Esophageal cancer","Female","50 to 54",2562.0538793945
"Esophageal cancer","Female","55 to 59",3292.0919436951
"Esophageal cancer","Female","60 to 64",3409.417753479
"Esophageal cancer","Female","65 to 69",3177.7307960815
"Esophageal cancer","Female","70 to 74",4070.3269074097
"Esophageal cancer","Female","75 to 79",3827.7938425903
"Esophageal cancer","Female","80 plus",3652.5764715881
"Esophageal cancer","Male","15 to 19",113.7273007791
"Esophageal cancer","Male","20 to 24",160.84388634539
"Esophageal cancer","Male","25 to 29",194.39647084618
"Esophageal cancer","Male","30 to 34",335.85720677948
"Esophageal cancer","Male","35 to 39",846.53228192139
"Esophageal cancer","Male","40 to 44",1437.7912490997
"Esophageal cancer","Male","45 to 49",2493.1372372131
"Esophageal cancer","Male","50 to 54",3848.3273791199
"Esophageal cancer","Male","55 to 59",5325.8302185669
"Esophageal cancer","Male","60 to 64",5462.8012744751
"Esophageal cancer","Male","65 to 69",5657.8306896973
"Esophageal cancer","Male","70 to 74",4529.8888869324
"Esophageal cancer","Male","75 to 79",2375.5371391602
"Esophageal cancer","Male","80 plus",2370.0895480042
"Exposure to forces of nature","Female","10 to 14",55.597944818497
"Exposure to forces of nature","Female","15 to 19",93.481545882225
"Exposure to forces of nature","Female","20 to 24",110.61439765072
"Exposure to forces of nature","Female","25 to 29",103.85310874367
"Exposure to forces of nature","Female","30 to 34",97.855710242271
"Exposure to forces of nature","Female","35 to 39",103.0342569294
"Exposure to forces of nature","Female","40 to 44",107.99337408829
"Exposure to forces of nature","Female","45 to 49",130.15892902088
"Exposure to forces of nature","Female","5 to 9",0.00244140622835
"Exposure to forces of nature","Female","50 to 54",147.17931173801
"Exposure to forces of nature","Female","55 to 59",173.19920168018
"Exposure to forces of nature","Female","60 to 64",179.1518732872
"Exposure to forces of nature","Female","65 to 69",155.24409316349
"Exposure to forces of nature","Female","70 to 74",124.09640524292
"Exposure to forces of nature","Female","75 to 79",72.889374352932
"Exposure to forces of nature","Female","80 plus",45.005186996937
"Exposure to forces of nature","Female","Under 5",25.484557877799
"Exposure to forces of nature","Male","10 to 14",82.406804028034
"Exposure to forces of nature","Male","15 to 19",128.91875667286
"Exposure to forces of nature","Male","20 to 24",172.092327034
"Exposure to forces of nature","Male","25 to 29",189.07092830086
"Exposure to forces of nature","Male","30 to 34",200.82438069153
"Exposure to forces of nature","Male","35 to 39",229.82493544769
"Exposure to forces of nature","Male","40 to 44",243.0853569603
"Exposure to forces of nature","Male","45 to 49",272.81723107338
"Exposure to forces of nature","Male","5 to 9",0.00165625002282
"Exposure to forces of nature","Male","50 to 54",293.40377908325
"Exposure to forces of nature","Male","55 to 59",311.16665373611
"Exposure to forces of nature","Male","60 to 64",275.45121649361
"Exposure to forces of nature","Male","65 to 69",196.37474831009
"Exposure to forces of nature","Male","70 to 74",130.03309189034
"Exposure to forces of nature","Male","75 to 79",55.954905880928
"Exposure to forces of nature","Male","80 plus",16.730624810867
"Exposure to forces of nature","Male","Under 5",26.825933048296
"Exposure to mechanical forces","Female","10 to 14",786.13731568879
"Exposure to mechanical forces","Female","15 to 19",708.94571345425
"Exposure to mechanical forces","Female","20 to 24",602.30986958492
"Exposure to mechanical forces","Female","25 to 29",583.44737583065
"Exposure to mechanical forces","Female","30 to 34",557.50393899107
"Exposure to mechanical forces","Female","35 to 39",942.98184106219
"Exposure to mechanical forces","Female","40 to 44",461.58216564751
"Exposure to mechanical forces","Female","45 to 49",389.69882095385
"Exposure to mechanical forces","Female","5 to 9",720.99944432807
"Exposure to mechanical forces","Female","50 to 54",934.67792514002
"Exposure to mechanical forces","Female","55 to 59",742.52001860976
"Exposure to mechanical forces","Female","60 to 64",764.59792482519
"Exposure to mechanical forces","Female","65 to 69",954.91911569619
"Exposure to mechanical forces","Female","70 to 74",499.41694673234
"Exposure to mechanical forces","Female","75 to 79",1351.0052963371
"Exposure to mechanical forces","Female","80 plus",798.09783388805
"Exposure to mechanical forces","Female","Under 5",3469.074458359
"Exposure to mechanical forces","Male","10 to 14",922.48003562844
"Exposure to mechanical forces","Male","15 to 19",2237.0956832929
"Exposure to mechanical forces","Male","20 to 24",3769.7576546021
"Exposure to mechanical forces","Male","25 to 29",3220.2773100796
"Exposure to mechanical forces","Male","30 to 34",2283.153386795
"Exposure to mechanical forces","Male","35 to 39",3057.7977591581
"Exposure to mechanical forces","Male","40 to 44",2090.9578111024
"Exposure to mechanical forces","Male","45 to 49",2195.4641623354
"Exposure to mechanical forces","Male","5 to 9",1092.2849292545
"Exposure to mechanical forces","Male","50 to 54",2610.9339590588
"Exposure to mechanical forces","Male","55 to 59",2418.1202876441
"Exposure to mechanical forces","Male","60 to 64",2114.6114216297
"Exposure to mechanical forces","Male","65 to 69",1888.8259107351
"Exposure to mechanical forces","Male","70 to 74",989.81224664307
"Exposure to mechanical forces","Male","75 to 79",853.85201754248
"Exposure to mechanical forces","Male","80 plus",1180.4802819235
"Exposure to mechanical forces","Male","Under 5",3427.1426826591
"Falls","Female","10 to 14",568.08692075729
"Falls","Female","15 to 19",778.25890218925
"Falls","Female","20 to 24",867.14070316696
"Falls","Female","25 to 29",672.59005273056
"Falls","Female","30 to 34",618.4121658287
"Falls","Female","35 to 39",775.11370799255
"Falls","Female","40 to 44",905.50017654801
"Falls","Female","45 to 49",1165.7678614235
"Falls","Female","5 to 9",832.14044636536
"Falls","Female","50 to 54",1497.8934996758
"Falls","Female","55 to 59",1828.2387826309
"Falls","Female","60 to 64",2800.8606670761
"Falls","Female","65 to 69",3500.1525523682
"Falls","Female","70 to 74",4839.1045693054
"Falls","Female","75 to 79",5547.1686168518
"Falls","Female","80 plus",16094.923341065
"Falls","Female","Under 5",2486.7552936101
"Falls","Male","10 to 14",1274.341458046
"Falls","Male","15 to 19",1820.5085370865
"Falls","Male","20 to 24",2450.6985094681
"Falls","Male","25 to 29",2733.2491359711
"Falls","Male","30 to 34",2859.2009287262
"Falls","Male","35 to 39",3689.3470294189
"Falls","Male","40 to 44",3989.1677861023
"Falls","Male","45 to 49",3886.3748695374
"Falls","Male","5 to 9",1159.1228258934
"Falls","Male","50 to 54",4290.6230211487
"Falls","Male","55 to 59",5026.4583327332
"Falls","Male","60 to 64",4845.8472301941
"Falls","Male","65 to 69",5220.9225801697
"Falls","Male","70 to 74",4944.339862793
"Falls","Male","75 to 79",4847.2021839447
"Falls","Male","80 plus",10435.438691284
"Falls","Male","Under 5",2658.8590013516
"Fire, heat, and hot substances","Female","10 to 14",1389.0297354279
"Fire, heat, and hot substances","Female","15 to 19",8211.8061647949
"Fire, heat, and hot substances","Female","20 to 24",11478.496158569
"Fire, heat, and hot substances","Female","25 to 29",9085.1132302246
"Fire, heat, and hot substances","Female","30 to 34",8052.0425224609
"Fire, heat, and hot substances","Female","35 to 39",5404.7686112671
"Fire, heat, and hot substances","Female","40 to 44",5317.6961950989
"Fire, heat, and hot substances","Female","45 to 49",3831.5123943481
"Fire, heat, and hot substances","Female","5 to 9",1870.9533250732
"Fire, heat, and hot substances","Female","50 to 54",3303.9833607178
"Fire, heat, and hot substances","Female","55 to 59",3650.583199585
"Fire, heat, and hot substances","Female","60 to 64",4115.5462572022
"Fire, heat, and hot substances","Female","65 to 69",4120.527999939
"Fire, heat, and hot substances","Female","70 to 74",3935.513039917
"Fire, heat, and hot substances","Female","75 to 79",3612.4745506897
"Fire, heat, and hot substances","Female","80 plus",4886.0959082031
"Fire, heat, and hot substances","Female","Under 5",3722.0747788906
"Fire, heat, and hot substances","Male","10 to 14",533.82513179398
"Fire, heat, and hot substances","Male","15 to 19",1698.9584841003
"Fire, heat, and hot substances","Male","20 to 24",3735.0907468872
"Fire, heat, and hot substances","Male","25 to 29",3136.3347731018
"Fire, heat, and hot substances","Male","30 to 34",4113.5848164368
"Fire, heat, and hot substances","Male","35 to 39",4190.7480830078
"Fire, heat, and hot substances","Male","40 to 44",3606.5421824341
"Fire, heat, and hot substances","Male","45 to 49",2316.4871701508
"Fire, heat, and hot substances","Male","5 to 9",919.3932674942
