"cause_name","sex","age","deaths"
"Intestinal infectious diseases","Male","Under 5",14080.208972055
"Intestinal nematode infections","Female","10 to 14",14.341436317543
"Intestinal nematode infections","Female","15 to 19",6.9553001292308
"Intestinal nematode infections","Female","20 to 24",5.3681063604891
"Intestinal nematode infections","Female","25 to 29",5.1770089255084
"Intestinal nematode infections","Female","30 to 34",4.2672191921519
"Intestinal nematode infections","Female","35 to 39",4.4383178859082
"Intestinal nematode infections","Female","40 to 44",4.2510592508573
"Intestinal nematode infections","Female","45 to 49",3.6878792121038
"Intestinal nematode infections","Female","5 to 9",46.121102425188
"Intestinal nematode infections","Female","50 to 54",4.5959832981727
"Intestinal nematode infections","Female","55 to 59",4.8975353528379
"Intestinal nematode infections","Female","60 to 64",6.4085957761228
"Intestinal nematode infections","Female","65 to 69",6.5195670709992
"Intestinal nematode infections","Female","70 to 74",7.4771489883792
"Intestinal nematode infections","Female","75 to 79",6.6014070159193
"Intestinal nematode infections","Female","80 plus",9.2359592233642
"Intestinal nematode infections","Female","Under 5",171.13469603814
"Intestinal nematode infections","Male","10 to 14",12.875580672051
"Intestinal nematode infections","Male","15 to 19",6.2233051319479
"Intestinal nematode infections","Male","20 to 24",5.7840738561944
"Intestinal nematode infections","Male","25 to 29",6.932271403416
"Intestinal nematode infections","Male","30 to 34",7.0823993765849
"Intestinal nematode infections","Male","35 to 39",7.7095272181319
"Intestinal nematode infections","Male","40 to 44",7.5575556195997
"Intestinal nematode infections","Male","45 to 49",6.4619369850428
"Intestinal nematode infections","Male","5 to 9",39.138538419306
"Intestinal nematode infections","Male","50 to 54",7.8762241448541
"Intestinal nematode infections","Male","55 to 59",6.8667986639285
"Intestinal nematode infections","Male","60 to 64",8.182309209982
"Intestinal nematode infections","Male","65 to 69",7.2187006759
"Intestinal nematode infections","Male","70 to 74",7.6151179342241
"Intestinal nematode infections","Male","75 to 79",6.1000532085788
"Intestinal nematode infections","Male","80 plus",6.5320032978876
"Intestinal nematode infections","Male","Under 5",115.0684711809
"Iodine deficiency","Female","10 to 14",7.7938752234337
"Iodine deficiency","Female","15 to 19",13.962398471008
"Iodine deficiency","Female","20 to 24",16.729504924103
"Iodine deficiency","Female","25 to 29",13.89492600687
"Iodine deficiency","Female","30 to 34",12.90292051517
"Iodine deficiency","Female","35 to 39",18.124745005909
"Iodine deficiency","Female","40 to 44",36.900409451852
"Iodine deficiency","Female","45 to 49",38.694005226056
"Iodine deficiency","Female","5 to 9",7.8090883064401
"Iodine deficiency","Female","50 to 54",18.488223686987
"Iodine deficiency","Female","55 to 59",60.860738325803
"Iodine deficiency","Female","60 to 64",32.1698611649
"Iodine deficiency","Female","65 to 69",52.38631715566
"Iodine deficiency","Female","70 to 74",65.774718948759
"Iodine deficiency","Female","75 to 79",44.4264900421
"Iodine deficiency","Female","80 plus",104.74550001849
"Iodine deficiency","Female","Under 5",74.306204639236
"Iodine deficiency","Male","10 to 14",4.1200561898753
"Iodine deficiency","Male","15 to 19",6.5735493981643
"Iodine deficiency","Male","20 to 24",4.6013727603636
"Iodine deficiency","Male","25 to 29",9.8578551105274
"Iodine deficiency","Male","30 to 34",17.022500313669
"Iodine deficiency","Male","35 to 39",13.429889004975
"Iodine deficiency","Male","40 to 44",64.027207749006
"Iodine deficiency","Male","45 to 49",59.306748375139
"Iodine deficiency","Male","5 to 9",4.2625421246815
"Iodine deficiency","Male","50 to 54",66.568644242968
"Iodine deficiency","Male","55 to 59",162.08109869393
"Iodine deficiency","Male","60 to 64",58.276578288114
"Iodine deficiency","Male","65 to 69",42.55974748356
"Iodine deficiency","Male","70 to 74",40.466407820362
"Iodine deficiency","Male","75 to 79",28.537003983797
"Iodine deficiency","Male","80 plus",40.297899919728
"Iodine deficiency","Male","Under 5",26.617474626566
"Iron-deficiency anemia","Female","10 to 14",300.05990445471
"Iron-deficiency anemia","Female","15 to 19",357.061084795
"Iron-deficiency anemia","Female","20 to 24",604.46590374756
"Iron-deficiency anemia","Female","25 to 29",556.61728281212
"Iron-deficiency anemia","Female","30 to 34",499.60338521767
"Iron-deficiency anemia","Female","35 to 39",864.71726915646
"Iron-deficiency anemia","Female","40 to 44",1549.9170397358
"Iron-deficiency anemia","Female","45 to 49",1911.9356677399
"Iron-deficiency anemia","Female","5 to 9",359.84985600209
"Iron-deficiency anemia","Female","50 to 54",549.83846686387
"Iron-deficiency anemia","Female","55 to 59",2996.8336585655
"Iron-deficiency anemia","Female","60 to 64",2202.0746683064
"Iron-deficiency anemia","Female","65 to 69",990.57843889999
"Iron-deficiency anemia","Female","70 to 74",2422.6962258835
"Iron-deficiency anemia","Female","75 to 79",1745.7960225925
"Iron-deficiency anemia","Female","80 plus",3731.5033677712
"Iron-deficiency anemia","Female","Under 5",3753.2708916216
"Iron-deficiency anemia","Male","10 to 14",284.38510209656
"Iron-deficiency anemia","Male","15 to 19",424.12621194649
"Iron-deficiency anemia","Male","20 to 24",388.75932926178
"Iron-deficiency anemia","Male","25 to 29",592.68949575806
"Iron-deficiency anemia","Male","30 to 34",261.173188503
"Iron-deficiency anemia","Male","35 to 39",299.15266723755
"Iron-deficiency anemia","Male","40 to 44",1606.883685892
"Iron-deficiency anemia","Male","45 to 49",1959.6723594931
"Iron-deficiency anemia","Male","5 to 9",299.10505786848
"Iron-deficiency anemia","Male","50 to 54",1633.8342518885
"Iron-deficiency anemia","Male","55 to 59",3751.5537242522
"Iron-deficiency anemia","Male","60 to 64",1531.7780985393
"Iron-deficiency anemia","Male","65 to 69",782.34865206179
"Iron-deficiency anemia","Male","70 to 74",1355.0687346537
"Iron-deficiency anemia","Male","75 to 79",1396.791719613
"Iron-deficiency anemia","Male","80 plus",2808.5555373014
"Iron-deficiency anemia","Male","Under 5",2198.1927335167
"Ischemic heart disease","Female","10 to 14",881.71111242676
"Ischemic heart disease","Female","15 to 19",2412.8697340546
"Ischemic heart disease","Female","20 to 24",3712.053786087
"Ischemic heart disease","Female","25 to 29",3208.2370528259
"Ischemic heart disease","Female","30 to 34",5709.1664434814
"Ischemic heart disease","Female","35 to 39",7083.1399493408
"Ischemic heart disease","Female","40 to 44",11969.164251587
"Ischemic heart disease","Female","45 to 49",18334.463828858
"Ischemic heart disease","Female","5 to 9",423.87234532166
"Ischemic heart disease","Female","50 to 54",30064.046097656
"Ischemic heart disease","Female","55 to 59",40452.245262695
"Ischemic heart disease","Female","60 to 64",61754.23046875
"Ischemic heart disease","Female","65 to 69",76895.161681641
"Ischemic heart disease","Female","70 to 74",92397.598038086
"Ischemic heart disease","Female","75 to 79",94799.793005859
"Ischemic heart disease","Female","80 plus",172354.59678906
"Ischemic heart disease","Female","Under 5",1370.1963126545
"Ischemic heart disease","Male","10 to 14",959.32511513519
"Ischemic heart disease","Male","15 to 19",2889.3194794922
"Ischemic heart disease","Male","20 to 24",6203.5909315796
"Ischemic heart disease","Male","25 to 29",8193.4730518189
"Ischemic heart disease","Male","30 to 34",16244.733678345
"Ischemic heart disease","Male","35 to 39",24022.309454346
"Ischemic heart disease","Male","40 to 44",39495.719740723
"Ischemic heart disease","Male","45 to 49",54087.781287598
"Ischemic heart disease","Male","5 to 9",433.74164015579
"Ischemic heart disease","Male","50 to 54",84430.796486328
"Ischemic heart disease","Male","55 to 59",104081.46840234
"Ischemic heart disease","Male","60 to 64",123870.58151953
"Ischemic heart disease","Male","65 to 69",125375.91330664
"Ischemic heart disease","Male","70 to 74",123374.81491016
"Ischemic heart disease","Male","75 to 79",106824.67847656
"Ischemic heart disease","Male","80 plus",140872.35861328
"Ischemic heart disease","Male","Under 5",1325.0613923512
"Kidney cancer","Female","10 to 14",15.978465142488
"Kidney cancer","Female","15 to 19",18.607672381163
"Kidney cancer","Female","20 to 24",27.029569753408
"Kidney cancer","Female","25 to 29",31.054071418285
"Kidney cancer","Female","30 to 34",29.221549261808
"Kidney cancer","Female","35 to 39",66.061520659924
"Kidney cancer","Female","40 to 44",78.471915827751
"Kidney cancer","Female","45 to 49",114.46774526978
"Kidney cancer","Female","5 to 9",32.707669650078
"Kidney cancer","Female","50 to 54",194.26192570114
"Kidney cancer","Female","55 to 59",278.29200816345
"Kidney cancer","Female","60 to 64",295.82178298569
"Kidney cancer","Female","65 to 69",300.68966508865
"Kidney cancer","Female","70 to 74",221.41618447113
"Kidney cancer","Female","75 to 79",152.20701468658
"Kidney cancer","Female","80 plus",199.96020678329
"Kidney cancer","Female","Under 5",107.23641526684
"Kidney cancer","Male","10 to 14",14.036166267037
"Kidney cancer","Male","15 to 19",34.750431172371
"Kidney cancer","Male","20 to 24",34.26135263586
"Kidney cancer","Male","25 to 29",37.371882604122
"Kidney cancer","Male","30 to 34",55.5243698349
"Kidney cancer","Male","35 to 39",95.760849266052
"Kidney cancer","Male","40 to 44",159.07925329018
"Kidney cancer","Male","45 to 49",304.30058124924
"Kidney cancer","Male","5 to 9",35.476585296631
"Kidney cancer","Male","50 to 54",568.00842565918
"Kidney cancer","Male","55 to 59",815.03630049133
"Kidney cancer","Male","60 to 64",839.75553004456
"Kidney cancer","Male","65 to 69",709.06270585632
"Kidney cancer","Male","70 to 74",411.92111746216
"Kidney cancer","Male","75 to 79",287.90348604584
"Kidney cancer","Male","80 plus",304.18572050095
"Kidney cancer","Male","Under 5",45.689868234307
"Larynx cancer","Female","15 to 19",7.0687952030301
"Larynx cancer","Female","20 to 24",10.217396251917
"Larynx cancer","Female","25 to 29",10.920203303337
"Larynx cancer","Female","30 to 34",34.799850696564
"Larynx cancer","Female","35 to 39",42.996365906954
"Larynx cancer","Female","40 to 44",78.285114413261
"Larynx cancer","Female","45 to 49",132.02376466179
"Larynx cancer","Female","50 to 54",197.36085699654
"Larynx cancer","Female","55 to 59",271.52994464302
"Larynx cancer","Female","60 to 64",285.49592310905
"Larynx cancer","Female","65 to 69",273.71642673111
"Larynx cancer","Female","70 to 74",272.40419132614
"Larynx cancer","Female","75 to 79",194.57647644806
"Larynx cancer","Female","80 plus",219.43945051956
"Larynx cancer","Male","15 to 19",19.429495254993
"Larynx cancer","Male","20 to 24",49.468949837685
"Larynx cancer","Male","25 to 29",38.018313717604
"Larynx cancer","Male","30 to 34",168.80472382355
"Larynx cancer","Male","35 to 39",316.5547595005
"Larynx cancer","Male","40 to 44",568.34404653931
"Larynx cancer","Male","45 to 49",915.71380273438
"Larynx cancer","Male","50 to 54",1430.4100890503
"Larynx cancer","Male","55 to 59",1856.7803791809
"Larynx cancer","Male","60 to 64",2098.4162815857
"Larynx cancer","Male","65 to 69",2032.6055011902
"Larynx cancer","Male","70 to 74",1693.1297579956
"Larynx cancer","Male","75 to 79",1203.4897639923
"Larynx cancer","Male","80 plus",1326.5475557556
"Late maternal deaths","Female","10 to 14",9.6791251117885
"Late maternal deaths","Female","15 to 19",2058.847213089
"Late maternal deaths","Female","20 to 24",3031.1734055328
"Late maternal deaths","Female","25 to 29",2837.3973037186
"Late maternal deaths","Female","30 to 34",2320.2737818909
"Late maternal deaths","Female","35 to 39",2070.3962914848
"Late maternal deaths","Female","40 to 44",1003.967168438
"Late maternal deaths","Female","45 to 49",300.20831658268
"Leishmaniasis","Female","10 to 14",928.90219265175
"Leishmaniasis","Female","15 to 19",531.09870948195
"Leishmaniasis","Female","20 to 24",483.87853571796
"Leishmaniasis","Female","25 to 29",451.07344174314
"Leishmaniasis","Female","30 to 34",430.37795183373
"Leishmaniasis","Female","35 to 39",434.66834886885
"Leishmaniasis","Female","40 to 44",389.89688271499
"Leishmaniasis","Female","45 to 49",336.91064221144
"Leishmaniasis","Female","5 to 9",1683.4292299013
"Leishmaniasis","Female","50 to 54",285.33092608452
"Leishmaniasis","Female","55 to 59",241.33706351757
"Leishmaniasis","Female","60 to 64",172.7613722558
"Leishmaniasis","Female","65 to 69",125.60216106582
"Leishmaniasis","Female","70 to 74",109.57768318558
"Leishmaniasis","Female","75 to 79",81.855586506605
"Leishmaniasis","Female","80 plus",57.017637561321
"Leishmaniasis","Female","Under 5",4285.0195550251
"Leishmaniasis","Male","10 to 14",1391.528385047
"Leishmaniasis","Male","15 to 19",1002.0181161823
"Leishmaniasis","Male","20 to 24",992.89083585549
"Leishmaniasis","Male","25 to 29",956.03698359013
"Leishmaniasis","Male","30 to 34",911.68286566258
"Leishmaniasis","Male","35 to 39",917.27719890499
"Leishmaniasis","Male","40 to 44",817.72385286045
"Leishmaniasis","Male","45 to 49",682.26337183094
"Leishmaniasis","Male","5 to 9",2061.6162626972
"Leishmaniasis","Male","50 to 54",550.74515942383
"Leishmaniasis","Male","55 to 59",470.15037867165
"Leishmaniasis","Male","60 to 64",324.6674660759
"Leishmaniasis","Male","65 to 69",225.08377673626
"Leishmaniasis","Male","70 to 74",186.06714896679
"Leishmaniasis","Male","75 to 79",129.1506827631
"Leishmaniasis","Male","80 plus",82.255905707836
"Leishmaniasis","Male","Under 5",5323.7971256867
"Leprosy","Female","10 to 14",NA
"Leprosy","Female","15 to 19",NA
"Leprosy","Female","20 to 24",NA
"Leprosy","Female","25 to 29",NA
"Leprosy","Female","30 to 34",NA
"Leprosy","Female","35 to 39",NA
"Leprosy","Female","40 to 44",NA
"Leprosy","Female","45 to 49",NA
"Leprosy","Female","5 to 9",NA
"Leprosy","Female","50 to 54",NA
"Leprosy","Female","55 to 59",NA
"Leprosy","Female","60 to 64",NA
"Leprosy","Female","65 to 69",NA
"Leprosy","Female","70 to 74",NA
"Leprosy","Female","75 to 79",NA
"Leprosy","Female","80 plus",NA
"Leprosy","Female","Under 5",NA
"Leprosy","Male","10 to 14",NA
"Leprosy","Male","15 to 19",NA
"Leprosy","Male","20 to 24",NA
"Leprosy","Male","25 to 29",NA
"Leprosy","Male","30 to 34",NA
"Leprosy","Male","35 to 39",NA
"Leprosy","Male","40 to 44",NA
"Leprosy","Male","45 to 49",NA
"Leprosy","Male","5 to 9",NA
"Leprosy","Male","50 to 54",NA
"Leprosy","Male","55 to 59",NA
"Leprosy","Male","60 to 64",NA
"Leprosy","Male","65 to 69",NA
"Leprosy","Male","70 to 74",NA
"Leprosy","Male","75 to 79",NA
"Leprosy","Male","80 plus",NA
"Leprosy","Male","Under 5",NA
"Leukemia","Female","10 to 14",461.92362254334
"Leukemia","Female","15 to 19",614.85854627228
"Leukemia","Female","20 to 24",484.58029009247
"Leukemia","Female","25 to 29",581.00111514282
"Leukemia","Female","30 to 34",656.05657309723
"Leukemia","Female","35 to 39",634.41955351257
"Leukemia","Female","40 to 44",527.83704017639
"Leukemia","Female","45 to 49",784.94993727112
"Leukemia","Female","5 to 9",449.10465932846
"Leukemia","Female","50 to 54",881.76074105835
"Leukemia","Female","55 to 59",871.96039889526
"Leukemia","Female","60 to 64",904.01474743652
"Leukemia","Female","65 to 69",902.65335455322
"Leukemia","Female","70 to 74",609.78022634888
"Leukemia","Female","75 to 79",472.38216838074
"Leukemia","Female","80 plus",545.40455421448
"Leukemia","Female","Under 5",417.64252924109
"Leukemia","Male","10 to 14",760.81810762024
"Leukemia","Male","15 to 19",1126.3432329407
"Leukemia","Male","20 to 24",1075.0809723969
"Leukemia","Male","25 to 29",1013.9738354645
"Leukemia","Male","30 to 34",772.32937844849
"Leukemia","Male","35 to 39",809.92671327209
"Leukemia","Male","40 to 44",714.70613038635
"Leukemia","Male","45 to 49",741.3226918335
"Leukemia","Male","5 to 9",669.25434382629
"Leukemia","Male","50 to 54",774.51169880676
"Leukemia","Male","55 to 59",1187.2195911407
"Leukemia","Male","60 to 64",1019.0021601563
"Leukemia","Male","65 to 69",1032.80662677
"Leukemia","Male","70 to 74",801.88605528259
"Leukemia","Male","75 to 79",510.32310603333
"Leukemia","Male","80 plus",580.24472898865
"Leukemia","Male","Under 5",341.35824638891
"Lip and oral cavity cancer","Female","15 to 19",21.540262123108
"Lip and oral cavity cancer","Female","20 to 24",46.825209680557
"Lip and oral cavity cancer","Female","25 to 29",138.06135945797
"Lip and oral cavity cancer","Female","30 to 34",268.43101461792
"Lip and oral cavity cancer","Female","35 to 39",439.18891432571
"Lip and oral cavity cancer","Female","40 to 44",730.46913518524
"Lip and oral cavity cancer","Female","45 to 49",1151.4090998535
"Lip and oral cavity cancer","Female","50 to 54",1582.2813174133
"Lip and oral cavity cancer","Female","55 to 59",1990.1894419556
"Lip and oral cavity cancer","Female","60 to 64",2347.6823153992
"Lip and oral cavity cancer","Female","65 to 69",2125.6255496979
"Lip and oral cavity cancer","Female","70 to 74",1685.9450711823
"Lip and oral cavity cancer","Female","75 to 79",1471.2019334335
"Lip and oral cavity cancer","Female","80 plus",1719.6643015442
"Lip and oral cavity cancer","Male","15 to 19",103.2636198678
"Lip and oral cavity cancer","Male","20 to 24",55.708043461323
"Lip and oral cavity cancer","Male","25 to 29",183.73612771606
"Lip and oral cavity cancer","Male","30 to 34",554.86260165787
"Lip and oral cavity cancer","Male","35 to 39",956.19273989868
"Lip and oral cavity cancer","Male","40 to 44",1213.9655772247
"Lip and oral cavity cancer","Male","45 to 49",1951.5945692749
"Lip and oral cavity cancer","Male","50 to 54",2279.2801085815
"Lip and oral cavity cancer","Male","55 to 59",2892.970413971
"Lip and oral cavity cancer","Male","60 to 64",2899.330744278
"Lip and oral cavity cancer","Male","65 to 69",2489.700220459
"Lip and oral cavity cancer","Male","70 to 74",2731.7912383118
"Lip and oral cavity cancer","Male","75 to 79",1500.1752933579
"Lip and oral cavity cancer","Male","80 plus",2537.5503101959
"Liver cancer","Female","10 to 14",37.865358640313
"Liver cancer","Female","15 to 19",88.37129415226
"Liver cancer","Female","20 to 24",55.06732088232
"Liver cancer","Female","25 to 29",233.79494470596
"Liver cancer","Female","30 to 34",348.48578080368
"Liver cancer","Female","35 to 39",534.49858994961
"Liver cancer","Female","40 to 44",914.7843703804
"Liver cancer","Female","45 to 49",1612.4972916565
"Liver cancer","Female","5 to 9",37.355071552157
"Liver cancer","Female","50 to 54",2366.8196137619
"Liver cancer","Female","55 to 59",3613.5003574829
"Liver cancer","Female","60 to 64",4142.6927893066
"Liver cancer","Female","65 to 69",4277.4129079742
"Liver cancer","Female","70 to 74",4020.278969223
"Liver cancer","Female","75 to 79",1979.4693613739
"Liver cancer","Female","80 plus",1969.6396337433
"Liver cancer","Male","10 to 14",33.059868584633
"Liver cancer","Male","15 to 19",66.085085329294
"Liver cancer","Male","20 to 24",142.07912579823
"Liver cancer","Male","25 to 29",343.51756931496
"Liver cancer","Male","30 to 34",552.18330183029
"Liver cancer","Male","35 to 39",853.81706260681
"Liver cancer","Male","40 to 44",1341.5771446381
"Liver cancer","Male","45 to 49",2357.2011654968
"Liver cancer","Male","5 to 9",42.084710269928
"Liver cancer","Male","50 to 54",3937.2334663696
"Liver cancer","Male","55 to 59",5549.0946448669
"Liver cancer","Male","60 to 64",6378.1033061218
"Liver cancer","Male","65 to 69",6159.8345139465
"Liver cancer","Male","70 to 74",5515.3582832642
"Liver cancer","Male","75 to 79",4519.1229362183
"Liver cancer","Male","80 plus",2834.5468461914
"Low back and neck pain","Female","10 to 14",NA
"Low back and neck pain","Female","15 to 19",NA
"Low back and neck pain","Female","20 to 24",NA
"Low back and neck pain","Female","25 to 29",NA
"Low back and neck pain","Female","30 to 34",NA
"Low back and neck pain","Female","35 to 39",NA
"Low back and neck pain","Female","40 to 44",NA
"Low back and neck pain","Female","45 to 49",NA
"Low back and neck pain","Female","5 to 9",NA
"Low back and neck pain","Female","50 to 54",NA
"Low back and neck pain","Female","55 to 59",NA
"Low back and neck pain","Female","60 to 64",NA
"Low back and neck pain","Female","65 to 69",NA
"Low back and neck pain","Female","70 to 74",NA
"Low back and neck pain","Female","75 to 79",NA
"Low back and neck pain","Female","80 plus",NA
"Low back and neck pain","Male","10 to 14",NA
"Low back and neck pain","Male","15 to 19",NA
"Low back and neck pain","Male","20 to 24",NA
"Low back and neck pain","Male","25 to 29",NA
"Low back and neck pain","Male","30 to 34",NA
"Low back and neck pain","Male","35 to 39",NA
"Low back and neck pain","Male","40 to 44",NA
"Low back and neck pain","Male","45 to 49",NA
"Low back and neck pain","Male","5 to 9",NA
"Low back and neck pain","Male","50 to 54",NA
"Low back and neck pain","Male","55 to 59",NA
"Low back and neck pain","Male","60 to 64",NA
"Low back and neck pain","Male","65 to 69",NA
"Low back and neck pain","Male","70 to 74",NA
"Low back and neck pain","Male","75 to 79",NA
"Low back and neck pain","Male","80 plus",NA
"Lower respiratory infections","Female","10 to 14",2899.9253065338
"Lower respiratory infections","Female","15 to 19",2393.2173073425
"Lower respiratory infections","Female","20 to 24",2699.3183432617
"Lower respiratory infections","Female","25 to 29",2342.3748861847
"Lower respiratory infections","Female","30 to 34",1948.0267121964
"Lower respiratory infections","Female","35 to 39",2278.394756546
"Lower respiratory infections","Female","40 to 44",2710.4640627747
"Lower respiratory infections","Female","45 to 49",3664.0573199463
"Lower respiratory infections","Female","5 to 9",5996.4869637604
"Lower respiratory infections","Female","50 to 54",4493.3904129639
"Lower respiratory infections","Female","55 to 59",5504.648303833
"Lower respiratory infections","Female","60 to 64",7610.8316419678
"Lower respiratory infections","Female","65 to 69",9431.895699707
"Lower respiratory infections","Female","70 to 74",12749.539034668
"Lower respiratory infections","Female","75 to 79",13842.197109375
"Lower respiratory infections","Female","80 plus",27584.29723291
"Lower respiratory infections","Female","Under 5",83334.082194336
"Lower respiratory infections","Male","10 to 14",2808.3071585083
"Lower respiratory infections","Male","15 to 19",3676.8006726074
"Lower respiratory infections","Male","20 to 24",3078.3898528442
"Lower respiratory infections","Male","25 to 29",3392.2382621918
"Lower respiratory infections","Male","30 to 34",4044.3420909729
"Lower respiratory infections","Male","35 to 39",4907.6764609375
"Lower respiratory infections","Male","40 to 44",4716.7609812012
"Lower respiratory infections","Male","45 to 49",7088.344845459
"Lower respiratory infections","Male","5 to 9",5607.6570966187
"Lower respiratory infections","Male","50 to 54",8611.5554492188
"Lower respiratory infections","Male","55 to 59",10514.656473755
"Lower respiratory infections","Male","60 to 64",11794.448561279
"Lower respiratory infections","Male","65 to 69",13137.284148926
"Lower respiratory infections","Male","70 to 74",15350.517037354
"Lower respiratory infections","Male","75 to 79",15489.312881836
"Lower respiratory infections","Male","80 plus",26678.974468018
"Lower respiratory infections","Male","Under 5",71549.835691757
"Lymphatic filariasis","Female","10 to 14",NA
"Lymphatic filariasis","Female","15 to 19",NA
"Lymphatic filariasis","Female","20 to 24",NA
"Lymphatic filariasis","Female","25 to 29",NA
"Lymphatic filariasis","Female","30 to 34",NA
"Lymphatic filariasis","Female","35 to 39",NA
"Lymphatic filariasis","Female","40 to 44",NA
"Lymphatic filariasis","Female","45 to 49",NA
"Lymphatic filariasis","Female","5 to 9",NA
"Lymphatic filariasis","Female","50 to 54",NA
"Lymphatic filariasis","Female","55 to 59",NA
"Lymphatic filariasis","Female","60 to 64",NA
"Lymphatic filariasis","Female","65 to 69",NA
"Lymphatic filariasis","Female","70 to 74",NA
"Lymphatic filariasis","Female","75 to 79",NA
"Lymphatic filariasis","Female","80 plus",NA
"Lymphatic filariasis","Male","10 to 14",NA
"Lymphatic filariasis","Male","15 to 19",NA
"Lymphatic filariasis","Male","20 to 24",NA
"Lymphatic filariasis","Male","25 to 29",NA
"Lymphatic filariasis","Male","30 to 34",NA
"Lymphatic filariasis","Male","35 to 39",NA
"Lymphatic filariasis","Male","40 to 44",NA
"Lymphatic filariasis","Male","45 to 49",NA
"Lymphatic filariasis","Male","5 to 9",NA
"Lymphatic filariasis","Male","50 to 54",NA
"Lymphatic filariasis","Male","55 to 59",NA
"Lymphatic filariasis","Male","60 to 64",NA
"Lymphatic filariasis","Male","65 to 69",NA
"Lymphatic filariasis","Male","70 to 74",NA
"Lymphatic filariasis","Male","75 to 79",NA
"Lymphatic filariasis","Male","80 plus",NA
"Malaria","Female","10 to 14",2672.5596144867
"Malaria","Female","15 to 19",3506.9446166687
"Malaria","Female","20 to 24",2948.6558217163
"Malaria","Female","25 to 29",2723.9251088104
"Malaria","Female","30 to 34",2241.504965271
"Malaria","Female","35 to 39",2483.231545639
"Malaria","Female","40 to 44",2077.1271496201
"Malaria","Female","45 to 49",2820.3636214905
"Malaria","Female","5 to 9",3550.3237740631
"Malaria","Female","50 to 54",3181.2802394791
"Malaria","Female","55 to 59",5231.695442337
"Malaria","Female","60 to 64",5382.8780990295
"Malaria","Female","65 to 69",4406.932997467
"Malaria","Female","70 to 74",5769.1304475403
"Malaria","Female","75 to 79",3593.5483572769
"Malaria","Female","80 plus",3401.8212200165
"Malaria","Female","Under 5",6151.1497840543
"Malaria","Male","10 to 14",1847.4994983826
"Malaria","Male","15 to 19",2418.1833469696
"Malaria","Male","20 to 24",2748.3212575989
"Malaria","Male","25 to 29",2819.7384417877
"Malaria","Male","30 to 34",2651.3966474609
"Malaria","Male","35 to 39",3155.1063513489
"Malaria","Male","40 to 44",2506.7316252289
"Malaria","Male","45 to 49",3896.711993103
"Malaria","Male","5 to 9",2203.3107715912
"Malaria","Male","50 to 54",3577.0059732361
"Malaria","Male","55 to 59",4855.5947474976
"Malaria","Male","60 to 64",4838.2370136566
"Malaria","Male","65 to 69",3532.5755152283
"Malaria","Male","70 to 74",4119.0776091461
"Malaria","Male","75 to 79",2879.4430086441
"Malaria","Male","80 plus",2828.8061738434
"Malaria","Male","Under 5",3301.5906950866
"Malignant skin melanoma","Female","15 to 19",29.036619376302
"Malignant skin melanoma","Female","20 to 24",265.60156802964
"Malignant skin melanoma","Female","25 to 29",81.308157052517
"Malignant skin melanoma","Female","30 to 34",79.587682461739
"Malignant skin melanoma","Female","35 to 39",116.1244712702
"Malignant skin melanoma","Female","40 to 44",321.23676891303
"Malignant skin melanoma","Female","45 to 49",125.29294833183
"Malignant skin melanoma","Female","50 to 54",255.39118115091
"Malignant skin melanoma","Female","55 to 59",236.17161501026
"Malignant skin melanoma","Female","60 to 64",88.598353388309
"Malignant skin melanoma","Female","65 to 69",34.975573463917
"Malignant skin melanoma","Female","70 to 74",37.93845157671
"Malignant skin melanoma","Female","75 to 79",60.804934247494
"Malignant skin melanoma","Female","80 plus",195.86242612028
"Malignant skin melanoma","Male","15 to 19",25.01176355499
"Malignant skin melanoma","Male","20 to 24",277.25488615954
"Malignant skin melanoma","Male","25 to 29",304.23977865624
"Malignant skin melanoma","Male","30 to 34",54.673086065173
"Malignant skin melanoma","Male","35 to 39",154.79301979113
"Malignant skin melanoma","Male","40 to 44",42.807820377111
"Malignant skin melanoma","Male","45 to 49",51.682907338619
"Malignant skin melanoma","Male","50 to 54",45.105278053284
"Malignant skin melanoma","Male","55 to 59",261.78076191139
"Malignant skin melanoma","Male","60 to 64",256.60627790451
"Malignant skin melanoma","Male","65 to 69",44.620151018143
"Malignant skin melanoma","Male","70 to 74",40.825374864101
"Malignant skin melanoma","Male","75 to 79",408.0346701355
"Malignant skin melanoma","Male","80 plus",255.11598892069
"Maternal deaths aggravated by HIV/AIDS","Female","15 to 19",2.2679898903891
"Maternal deaths aggravated by HIV/AIDS","Female","20 to 24",2.8323537116796
"Maternal deaths aggravated by HIV/AIDS","Female","25 to 29",5.1480656940714
"Maternal deaths aggravated by HIV/AIDS","Female","30 to 34",5.7552326954454
"Maternal deaths aggravated by HIV/AIDS","Female","35 to 39",4.7974877642393
"Maternal deaths aggravated by HIV/AIDS","Female","40 to 44",1.9540661957487
"Maternal deaths aggravated by HIV/AIDS","Female","45 to 49",0.41497228037659
"Maternal hemorrhage","Female","10 to 14",3.2295753630102
"Maternal hemorrhage","Female","15 to 19",1156.3829966278
"Maternal hemorrhage","Female","20 to 24",2276.7529218979
"Maternal hemorrhage","Female","25 to 29",2353.727374588
"Maternal hemorrhage","Female","30 to 34",2049.542633873
"Maternal hemorrhage","Female","35 to 39",1860.5679867935
"Maternal hemorrhage","Female","40 to 44",714.17680762291
"Maternal hemorrhage","Female","45 to 49",127.46016843557
