"cause_name","sex","age","ylds"
"Conduct disorder","Female","5 to 9",41294.658790868
"Conduct disorder","Male","10 to 14",363494.13493953
"Conduct disorder","Male","15 to 19",333331.09660629
"Conduct disorder","Male","20 to 24",61620.964075769
"Conduct disorder","Male","5 to 9",100740.7761316
"Congenital anomalies","Female","10 to 14",51790.44357549
"Congenital anomalies","Female","15 to 19",47153.48158234
"Congenital anomalies","Female","20 to 24",45027.469851181
"Congenital anomalies","Female","25 to 29",42619.778604997
"Congenital anomalies","Female","30 to 34",38130.745929749
"Congenital anomalies","Female","35 to 39",32721.228378374
"Congenital anomalies","Female","40 to 44",27776.968881471
"Congenital anomalies","Female","45 to 49",26422.794392342
"Congenital anomalies","Female","5 to 9",55193.924865671
"Congenital anomalies","Female","50 to 54",30680.574113174
"Congenital anomalies","Female","55 to 59",26361.310846836
"Congenital anomalies","Female","60 to 64",16845.838437821
"Congenital anomalies","Female","65 to 69",9443.4153596806
"Congenital anomalies","Female","70 to 74",5851.405369947
"Congenital anomalies","Female","75 to 79",3088.720403091
"Congenital anomalies","Female","80 plus",2170.6716703042
"Congenital anomalies","Female","Under 5",55246.030557978
"Congenital anomalies","Male","10 to 14",63468.605154662
"Congenital anomalies","Male","15 to 19",55733.504717556
"Congenital anomalies","Male","20 to 24",52149.648769856
"Congenital anomalies","Male","25 to 29",48864.856664409
"Congenital anomalies","Male","30 to 34",43674.420629014
"Congenital anomalies","Male","35 to 39",37562.686010461
"Congenital anomalies","Male","40 to 44",32426.234158983
"Congenital anomalies","Male","45 to 49",30876.242198552
"Congenital anomalies","Male","5 to 9",65333.443831637
"Congenital anomalies","Male","50 to 54",34690.660437611
"Congenital anomalies","Male","55 to 59",29349.933218956
"Congenital anomalies","Male","60 to 64",18272.085146657
"Congenital anomalies","Male","65 to 69",9539.1441601079
"Congenital anomalies","Male","70 to 74",5602.2500012305
"Congenital anomalies","Male","75 to 79",2821.2103932387
"Congenital anomalies","Male","80 plus",1921.3615488914
"Congenital anomalies","Male","Under 5",65129.898894666
"Cystic echinococcosis","Female","10 to 14",345.46776656953
"Cystic echinococcosis","Female","15 to 19",380.5572578632
"Cystic echinococcosis","Female","20 to 24",403.95213390026
"Cystic echinococcosis","Female","25 to 29",353.40752872279
"Cystic echinococcosis","Female","30 to 34",281.90478987353
"Cystic echinococcosis","Female","35 to 39",240.62108409689
"Cystic echinococcosis","Female","40 to 44",211.75725887199
"Cystic echinococcosis","Female","45 to 49",225.67299735688
"Cystic echinococcosis","Female","5 to 9",284.55717170781
"Cystic echinococcosis","Female","50 to 54",243.61082551527
"Cystic echinococcosis","Female","55 to 59",250.09828138116
"Cystic echinococcosis","Female","60 to 64",245.06193823403
"Cystic echinococcosis","Female","65 to 69",257.20803006246
"Cystic echinococcosis","Female","70 to 74",240.13135940116
"Cystic echinococcosis","Female","75 to 79",185.56467291122
"Cystic echinococcosis","Female","80 plus",199.93230787209
"Cystic echinococcosis","Female","Under 5",156.62442808858
"Cystic echinococcosis","Male","10 to 14",316.22139790131
"Cystic echinococcosis","Male","15 to 19",326.95916630852
"Cystic echinococcosis","Male","20 to 24",372.31811049155
"Cystic echinococcosis","Male","25 to 29",500.68178255074
"Cystic echinococcosis","Male","30 to 34",605.79152127845
"Cystic echinococcosis","Male","35 to 39",685.56542082679
"Cystic echinococcosis","Male","40 to 44",728.654659707
"Cystic echinococcosis","Male","45 to 49",728.50371273914
"Cystic echinococcosis","Male","5 to 9",235.51924343067
"Cystic echinococcosis","Male","50 to 54",709.65776443546
"Cystic echinococcosis","Male","55 to 59",674.99193455593
"Cystic echinococcosis","Male","60 to 64",548.28896412649
"Cystic echinococcosis","Male","65 to 69",343.30026315904
"Cystic echinococcosis","Male","70 to 74",222.43764928157
"Cystic echinococcosis","Male","75 to 79",124.55916533351
"Cystic echinococcosis","Male","80 plus",71.849340820499
"Cystic echinococcosis","Male","Under 5",93.253208532579
"Cysticercosis","Female","10 to 14",875.5614508755
"Cysticercosis","Female","15 to 19",2790.2181656403
"Cysticercosis","Female","20 to 24",4318.7264182681
"Cysticercosis","Female","25 to 29",4279.4209599671
"Cysticercosis","Female","30 to 34",3783.4164399129
"Cysticercosis","Female","35 to 39",3220.1161190807
"Cysticercosis","Female","40 to 44",2807.1784256167
"Cysticercosis","Female","45 to 49",2478.455244522
"Cysticercosis","Female","5 to 9",15.248698141039
"Cysticercosis","Female","50 to 54",2374.207732355
"Cysticercosis","Female","55 to 59",2222.2384394488
"Cysticercosis","Female","60 to 64",1948.7898908716
"Cysticercosis","Female","65 to 69",1433.8883557805
"Cysticercosis","Female","70 to 74",1045.756646275
"Cysticercosis","Female","75 to 79",678.26427167487
"Cysticercosis","Female","80 plus",361.6505279215
"Cysticercosis","Female","Under 5",NA
"Cysticercosis","Male","10 to 14",604.16771598581
"Cysticercosis","Male","15 to 19",1864.4691089296
"Cysticercosis","Male","20 to 24",2898.6766663597
"Cysticercosis","Male","25 to 29",3271.9738206913
"Cysticercosis","Male","30 to 34",3153.2374024535
"Cysticercosis","Male","35 to 39",2862.3031833479
"Cysticercosis","Male","40 to 44",2640.8544091223
"Cysticercosis","Male","45 to 49",2544.7288114412
"Cysticercosis","Male","5 to 9",19.218802813946
"Cysticercosis","Male","50 to 54",2606.4598710942
"Cysticercosis","Male","55 to 59",2729.194607024
"Cysticercosis","Male","60 to 64",2277.4107328242
"Cysticercosis","Male","65 to 69",1453.3083275695
"Cysticercosis","Male","70 to 74",958.37363917633
"Cysticercosis","Male","75 to 79",583.11698293768
"Cysticercosis","Male","80 plus",306.24704548825
"Cysticercosis","Male","Under 5",NA
"Dengue","Female","10 to 14",11083.711755271
"Dengue","Female","15 to 19",9836.4066644263
"Dengue","Female","20 to 24",8905.1811761574
"Dengue","Female","25 to 29",8097.4078321564
"Dengue","Female","30 to 34",6752.8212747149
"Dengue","Female","35 to 39",5953.2694948762
"Dengue","Female","40 to 44",4925.2882099708
"Dengue","Female","45 to 49",4233.3537592711
"Dengue","Female","5 to 9",10977.125348948
"Dengue","Female","50 to 54",3819.4545077046
"Dengue","Female","55 to 59",3266.3515870616
"Dengue","Female","60 to 64",2683.4746061252
"Dengue","Female","65 to 69",1950.0502743468
"Dengue","Female","70 to 74",1475.7846725749
"Dengue","Female","75 to 79",1007.2503957183
"Dengue","Female","80 plus",776.44914359973
"Dengue","Female","Under 5",6610.1891339861
"Dengue","Male","10 to 14",10802.639760403
"Dengue","Male","15 to 19",9666.5001127888
"Dengue","Male","20 to 24",8602.5093688967
"Dengue","Male","25 to 29",7738.8075696696
"Dengue","Male","30 to 34",6480.2384631768
"Dengue","Male","35 to 39",5630.7505548388
"Dengue","Male","40 to 44",4681.8642116687
"Dengue","Male","45 to 49",3981.8057928723
"Dengue","Male","5 to 9",10692.943052246
"Dengue","Male","50 to 54",3530.8681536953
"Dengue","Male","55 to 59",2989.6757393627
"Dengue","Male","60 to 64",2333.3906661876
"Dengue","Male","65 to 69",1549.6886518907
"Dengue","Male","70 to 74",1105.1835861302
"Dengue","Male","75 to 79",714.38220423002
"Dengue","Male","80 plus",520.4493843959
"Dengue","Male","Under 5",6352.7502387844
"Depressive disorders","Female","10 to 14",289651.06691361
"Depressive disorders","Female","15 to 19",540056.23336039
"Depressive disorders","Female","20 to 24",701388.54766861
"Depressive disorders","Female","25 to 29",710465.96847096
"Depressive disorders","Female","30 to 34",673586.26575359
"Depressive disorders","Female","35 to 39",620334.34236948
"Depressive disorders","Female","40 to 44",565044.83947196
"Depressive disorders","Female","45 to 49",519926.28956646
"Depressive disorders","Female","5 to 9",102935.78769676
"Depressive disorders","Female","50 to 54",460874.23750539
"Depressive disorders","Female","55 to 59",398633.2033772
"Depressive disorders","Female","60 to 64",310925.73301852
"Depressive disorders","Female","65 to 69",221801.33757812
"Depressive disorders","Female","70 to 74",165780.40572906
"Depressive disorders","Female","75 to 79",108631.39284595
"Depressive disorders","Female","80 plus",74751.428785992
"Depressive disorders","Female","Under 5",5570.6675706986
"Depressive disorders","Male","10 to 14",250425.41586624
"Depressive disorders","Male","15 to 19",475412.36823527
"Depressive disorders","Male","20 to 24",608087.90509004
"Depressive disorders","Male","25 to 29",588557.49308989
"Depressive disorders","Male","30 to 34",544684.03300678
"Depressive disorders","Male","35 to 39",488196.65180028
"Depressive disorders","Male","40 to 44",436470.15365856
"Depressive disorders","Male","45 to 49",395316.41832623
"Depressive disorders","Male","5 to 9",86354.748193577
"Depressive disorders","Male","50 to 54",342111.2655473
"Depressive disorders","Male","55 to 59",289560.02587538
"Depressive disorders","Male","60 to 64",214753.46249087
"Depressive disorders","Male","65 to 69",139487.89980431
"Depressive disorders","Male","70 to 74",97443.51505807
"Depressive disorders","Male","75 to 79",59430.139458923
"Depressive disorders","Male","80 plus",38223.451732648
"Depressive disorders","Male","Under 5",4747.085026916
"Diabetes mellitus","Female","10 to 14",28934.123162361
"Diabetes mellitus","Female","15 to 19",42433.539348608
"Diabetes mellitus","Female","20 to 24",58862.435854679
"Diabetes mellitus","Female","25 to 29",75438.748026698
"Diabetes mellitus","Female","30 to 34",91403.457504721
"Diabetes mellitus","Female","35 to 39",118021.68657378
"Diabetes mellitus","Female","40 to 44",156311.40913515
"Diabetes mellitus","Female","45 to 49",203800.63885666
"Diabetes mellitus","Female","5 to 9",16777.286614004
"Diabetes mellitus","Female","50 to 54",227305.58674528
"Diabetes mellitus","Female","55 to 59",221489.38324151
"Diabetes mellitus","Female","60 to 64",181844.25054695
"Diabetes mellitus","Female","65 to 69",128499.87080637
"Diabetes mellitus","Female","70 to 74",91479.386324892
"Diabetes mellitus","Female","75 to 79",50200.118390551
"Diabetes mellitus","Female","80 plus",23549.565499026
"Diabetes mellitus","Female","Under 5",5450.2564201139
"Diabetes mellitus","Male","10 to 14",32558.530492575
"Diabetes mellitus","Male","15 to 19",46703.427883001
"Diabetes mellitus","Male","20 to 24",63512.51943524
"Diabetes mellitus","Male","25 to 29",81017.408940163
"Diabetes mellitus","Male","30 to 34",103333.17813875
"Diabetes mellitus","Male","35 to 39",146954.24093154
"Diabetes mellitus","Male","40 to 44",207455.30002074
"Diabetes mellitus","Male","45 to 49",274410.42428197
"Diabetes mellitus","Male","5 to 9",19762.994767455
"Diabetes mellitus","Male","50 to 54",298223.33862986
"Diabetes mellitus","Male","55 to 59",273874.50901436
"Diabetes mellitus","Male","60 to 64",205050.9189271
"Diabetes mellitus","Male","65 to 69",129648.45928236
"Diabetes mellitus","Male","70 to 74",85877.403148423
"Diabetes mellitus","Male","75 to 79",42298.888388112
"Diabetes mellitus","Male","80 plus",17996.735802007
"Diabetes mellitus","Male","Under 5",6654.1715860865
"Diarrheal diseases","Female","10 to 14",57759.456747762
"Diarrheal diseases","Female","15 to 19",51516.909033517
"Diarrheal diseases","Female","20 to 24",46594.428231457
"Diarrheal diseases","Female","25 to 29",40809.323463281
"Diarrheal diseases","Female","30 to 34",34048.417598643
"Diarrheal diseases","Female","35 to 39",27701.062589569
"Diarrheal diseases","Female","40 to 44",23956.804473489
"Diarrheal diseases","Female","45 to 49",23233.860572585
"Diarrheal diseases","Female","5 to 9",100248.74668275
"Diarrheal diseases","Female","50 to 54",21696.996299773
"Diarrheal diseases","Female","55 to 59",19780.215950107
"Diarrheal diseases","Female","60 to 64",16945.347922686
"Diarrheal diseases","Female","65 to 69",14001.605095387
"Diarrheal diseases","Female","70 to 74",11786.085359574
"Diarrheal diseases","Female","75 to 79",8607.0241602306
"Diarrheal diseases","Female","80 plus",8725.6058415708
"Diarrheal diseases","Female","Under 5",554009.27130563
"Diarrheal diseases","Male","10 to 14",73144.80207875
"Diarrheal diseases","Male","15 to 19",58204.306746822
"Diarrheal diseases","Male","20 to 24",49140.446180009
"Diarrheal diseases","Male","25 to 29",45728.378338309
"Diarrheal diseases","Male","30 to 34",41209.907414924
"Diarrheal diseases","Male","35 to 39",36475.777959787
"Diarrheal diseases","Male","40 to 44",32081.316230693
"Diarrheal diseases","Male","45 to 49",28925.238866751
"Diarrheal diseases","Male","5 to 9",123627.99361409
"Diarrheal diseases","Male","50 to 54",25081.654915028
"Diarrheal diseases","Male","55 to 59",21277.927931135
"Diarrheal diseases","Male","60 to 64",17065.78256137
"Diarrheal diseases","Male","65 to 69",12829.799620541
"Diarrheal diseases","Male","70 to 74",10189.970600463
"Diarrheal diseases","Male","75 to 79",6941.6272763028
"Diarrheal diseases","Male","80 plus",6800.468874515
"Diarrheal diseases","Male","Under 5",664146.3714629
"Diphtheria","Female","10 to 14",1.0507269330271
"Diphtheria","Female","15 to 19",0.53108150893198
"Diphtheria","Female","20 to 24",0.30090048119986
"Diphtheria","Female","25 to 29",0.21401056774213
"Diphtheria","Female","30 to 34",0.22316433618418
"Diphtheria","Female","35 to 39",0.30392138981629
"Diphtheria","Female","40 to 44",0.25851105242097
"Diphtheria","Female","45 to 49",0.42382571690939
"Diphtheria","Female","5 to 9",2.523416046674
"Diphtheria","Female","50 to 54",0.35854936771726
"Diphtheria","Female","55 to 59",0.30456384943419
"Diphtheria","Female","Under 5",8.7417459219725
"Diphtheria","Male","10 to 14",1.0582412641913
"Diphtheria","Male","15 to 19",0.52568690802533
"Diphtheria","Male","20 to 24",0.33626966364505
"Diphtheria","Male","25 to 29",0.28073531130227
"Diphtheria","Male","30 to 34",0.36192755026351
"Diphtheria","Male","35 to 39",0.47904201607803
"Diphtheria","Male","40 to 44",0.49038732736394
"Diphtheria","Male","45 to 49",0.72133347963238
"Diphtheria","Male","5 to 9",2.3072296147475
"Diphtheria","Male","50 to 54",0.44465198734075
"Diphtheria","Male","55 to 59",0.37939287308231
"Diphtheria","Male","Under 5",5.845530884331
"Drowning","Female","10 to 14",1872.0011777179
"Drowning","Female","15 to 19",2528.8514682869
"Drowning","Female","20 to 24",3705.4332252158
"Drowning","Female","25 to 29",4676.2749007821
"Drowning","Female","30 to 34",5318.9503295742
"Drowning","Female","35 to 39",5657.067389494
"Drowning","Female","40 to 44",5863.9376316192
"Drowning","Female","45 to 49",6102.985856096
"Drowning","Female","5 to 9",1488.8712792634
"Drowning","Female","50 to 54",6173.1316883612
"Drowning","Female","55 to 59",6200.697716147
"Drowning","Female","60 to 64",5540.6656113231
"Drowning","Female","65 to 69",4398.6261002654
"Drowning","Female","70 to 74",3626.7804782616
"Drowning","Female","75 to 79",2713.8478210103
"Drowning","Female","80 plus",3152.2730500943
"Drowning","Female","Under 5",753.68710011867
"Drowning","Male","10 to 14",2449.9118198765
"Drowning","Male","15 to 19",3655.1250096595
"Drowning","Male","20 to 24",5596.3351116089
"Drowning","Male","25 to 29",6981.3773875211
"Drowning","Male","30 to 34",7941.6558237202
"Drowning","Male","35 to 39",8465.1575469307
"Drowning","Male","40 to 44",8764.4502068954
"Drowning","Male","45 to 49",8968.0349577188
"Drowning","Male","5 to 9",1771.395242111
"Drowning","Male","50 to 54",8710.5241636339
"Drowning","Male","55 to 59",8355.1004463661
"Drowning","Male","60 to 64",6948.587633753
"Drowning","Male","65 to 69",4944.8898234886
"Drowning","Male","70 to 74",3765.8300932692
"Drowning","Male","75 to 79",2539.8027274832
"Drowning","Male","80 plus",2708.2586945921
"Drowning","Male","Under 5",750.45252495282
"Drug use disorders","Female","10 to 14",1757.0895396444
"Drug use disorders","Female","15 to 19",58993.120458209
"Drug use disorders","Female","20 to 24",99293.271225768
"Drug use disorders","Female","25 to 29",91898.594625404
"Drug use disorders","Female","30 to 34",67834.339691401
"Drug use disorders","Female","35 to 39",53060.804106982
"Drug use disorders","Female","40 to 44",42288.099892439
"Drug use disorders","Female","45 to 49",31240.664358402
"Drug use disorders","Female","50 to 54",20151.892040757
"Drug use disorders","Female","55 to 59",11797.005533331
"Drug use disorders","Female","60 to 64",5477.4576449694
"Drug use disorders","Female","65 to 69",2321.4522751962
"Drug use disorders","Female","70 to 74",1102.59095118
"Drug use disorders","Female","75 to 79",499.63896089581
"Drug use disorders","Female","80 plus",157.25543536173
"Drug use disorders","Female","Under 5",NA
"Drug use disorders","Male","10 to 14",2215.7355680384
"Drug use disorders","Male","15 to 19",71692.213993901
"Drug use disorders","Male","20 to 24",131231.04601895
"Drug use disorders","Male","25 to 29",142933.58368005
"Drug use disorders","Male","30 to 34",132463.18906519
"Drug use disorders","Male","35 to 39",123035.33559865
"Drug use disorders","Male","40 to 44",110365.46650745
"Drug use disorders","Male","45 to 49",83106.234371703
"Drug use disorders","Male","50 to 54",51726.929143723
"Drug use disorders","Male","55 to 59",28974.123432041
"Drug use disorders","Male","60 to 64",12759.915051061
"Drug use disorders","Male","65 to 69",4840.9816141568
"Drug use disorders","Male","70 to 74",2138.1571961924
"Drug use disorders","Male","75 to 79",848.25584877122
"Drug use disorders","Male","80 plus",329.63898248149
"Drug use disorders","Male","Under 5",NA
"Eating disorders","Female","10 to 14",20290.075145278
"Eating disorders","Female","15 to 19",56584.806458137
"Eating disorders","Female","20 to 24",66438.445525248
"Eating disorders","Female","25 to 29",52275.348660328
"Eating disorders","Female","30 to 34",32778.602765212
"Eating disorders","Female","35 to 39",17959.291100803
"Eating disorders","Female","40 to 44",6909.7931231158
"Eating disorders","Female","45 to 49",2254.2897503161
"Eating disorders","Female","5 to 9",1376.9770678224
"Eating disorders","Male","10 to 14",5877.1771168825
"Eating disorders","Male","15 to 19",14932.050115716
"Eating disorders","Male","20 to 24",17681.581253225
"Eating disorders","Male","25 to 29",12634.176177373
"Eating disorders","Male","30 to 34",7501.7924164292
"Eating disorders","Male","35 to 39",3474.294441406
"Eating disorders","Male","40 to 44",688.32199606053
"Eating disorders","Male","45 to 49",129.48376977278
"Eating disorders","Male","5 to 9",463.90398613329
"Encephalitis","Female","10 to 14",2553.627693123
"Encephalitis","Female","15 to 19",2840.5352992668
"Encephalitis","Female","20 to 24",3028.5249645431
"Encephalitis","Female","25 to 29",2867.0960373787
"Encephalitis","Female","30 to 34",2493.6954664729
"Encephalitis","Female","35 to 39",2310.2520749986
"Encephalitis","Female","40 to 44",2273.6808418051
"Encephalitis","Female","45 to 49",2299.7640558244
"Encephalitis","Female","5 to 9",2117.5068760243
"Encephalitis","Female","50 to 54",2133.7831484611
"Encephalitis","Female","55 to 59",1972.0520262567
"Encephalitis","Female","60 to 64",1662.3658753571
"Encephalitis","Female","65 to 69",1151.1711808169
"Encephalitis","Female","70 to 74",801.8504043577
"Encephalitis","Female","75 to 79",498.47137143518
"Encephalitis","Female","80 plus",278.83036687974
"Encephalitis","Female","Under 5",1475.6419258123
"Encephalitis","Male","10 to 14",2836.6450872966
"Encephalitis","Male","15 to 19",3073.1477365473
"Encephalitis","Male","20 to 24",3149.3832721235
"Encephalitis","Male","25 to 29",2903.1632468219
"Encephalitis","Male","30 to 34",2515.5492840402
"Encephalitis","Male","35 to 39",2375.3005233829
"Encephalitis","Male","40 to 44",2399.6061456953
"Encephalitis","Male","45 to 49",2413.8183020632
"Encephalitis","Male","5 to 9",2362.7799724635
"Encephalitis","Male","50 to 54",2181.6663264056
"Encephalitis","Male","55 to 59",1961.1877280445
"Encephalitis","Male","60 to 64",1500.5751095623
"Encephalitis","Male","65 to 69",1002.8133878405
"Encephalitis","Male","70 to 74",695.02613432899
"Encephalitis","Male","75 to 79",418.62802410899
"Encephalitis","Male","80 plus",229.90105802101
"Encephalitis","Male","Under 5",1591.1619671997
"Endocarditis","Female","10 to 14",18.697746604813
"Endocarditis","Female","15 to 19",37.59229912802
"Endocarditis","Female","20 to 24",39.92377011502
"Endocarditis","Female","25 to 29",48.357351127761
"Endocarditis","Female","30 to 34",51.120210003992
"Endocarditis","Female","35 to 39",47.205272272969
"Endocarditis","Female","40 to 44",54.841749796839
"Endocarditis","Female","45 to 49",86.664538277934
"Endocarditis","Female","5 to 9",26.348013458041
"Endocarditis","Female","50 to 54",110.10919343203
"Endocarditis","Female","55 to 59",111.27042098902
"Endocarditis","Female","60 to 64",109.74289079381
"Endocarditis","Female","65 to 69",152.06605785802
"Endocarditis","Female","70 to 74",138.41369990552
"Endocarditis","Female","75 to 79",114.4991965475
"Endocarditis","Female","80 plus",101.76014078521
"Endocarditis","Female","Under 5",19.517006873701
"Endocarditis","Male","10 to 14",16.653162128243
"Endocarditis","Male","15 to 19",50.096533454675
"Endocarditis","Male","20 to 24",48.609793688909
"Endocarditis","Male","25 to 29",75.263611270732
"Endocarditis","Male","30 to 34",76.690797936578
"Endocarditis","Male","35 to 39",70.186174037324
"Endocarditis","Male","40 to 44",85.396280452148
"Endocarditis","Male","45 to 49",131.75157997064
"Endocarditis","Male","5 to 9",26.311360192023
"Endocarditis","Male","50 to 54",174.52442526423
"Endocarditis","Male","55 to 59",198.6039200922
"Endocarditis","Male","60 to 64",183.59436134035
"Endocarditis","Male","65 to 69",174.47354668102
"Endocarditis","Male","70 to 74",150.46399269462
"Endocarditis","Male","75 to 79",101.24670570394
"Endocarditis","Male","80 plus",82.085317169911
"Endocarditis","Male","Under 5",28.104683593655
"Endocrine, metabolic, blood, and immune disorders","Female","10 to 14",38226.682998472
"Endocrine, metabolic, blood, and immune disorders","Female","15 to 19",16243.452662183
"Endocrine, metabolic, blood, and immune disorders","Female","20 to 24",15490.313941135
"Endocrine, metabolic, blood, and immune disorders","Female","25 to 29",14559.255609844
"Endocrine, metabolic, blood, and immune disorders","Female","30 to 34",13986.433198688
"Endocrine, metabolic, blood, and immune disorders","Female","35 to 39",13489.795039832
"Endocrine, metabolic, blood, and immune disorders","Female","40 to 44",12832.220603143
"Endocrine, metabolic, blood, and immune disorders","Female","45 to 49",12248.603472544
"Endocrine, metabolic, blood, and immune disorders","Female","5 to 9",44550.105923431
"Endocrine, metabolic, blood, and immune disorders","Female","50 to 54",9247.8641809899
"Endocrine, metabolic, blood, and immune disorders","Female","55 to 59",8464.6560701981
"Endocrine, metabolic, blood, and immune disorders","Female","60 to 64",12486.551832993
"Endocrine, metabolic, blood, and immune disorders","Female","65 to 69",8400.4124178603
"Endocrine, metabolic, blood, and immune disorders","Female","70 to 74",6315.1323001365
"Endocrine, metabolic, blood, and immune disorders","Female","75 to 79",3872.8329037446
"Endocrine, metabolic, blood, and immune disorders","Female","80 plus",3309.2655138155
"Endocrine, metabolic, blood, and immune disorders","Female","Under 5",45826.85524316
"Endocrine, metabolic, blood, and immune disorders","Male","10 to 14",44204.078214911
"Endocrine, metabolic, blood, and immune disorders","Male","15 to 19",15245.855351121
"Endocrine, metabolic, blood, and immune disorders","Male","20 to 24",9888.9068043975
"Endocrine, metabolic, blood, and immune disorders","Male","25 to 29",8928.3496529701
"Endocrine, metabolic, blood, and immune disorders","Male","30 to 34",9002.7025514988
"Endocrine, metabolic, blood, and immune disorders","Male","35 to 39",8712.3188109638
"Endocrine, metabolic, blood, and immune disorders","Male","40 to 44",8895.1758750478
"Endocrine, metabolic, blood, and immune disorders","Male","45 to 49",9010.4169272782
"Endocrine, metabolic, blood, and immune disorders","Male","5 to 9",53783.585895437
"Endocrine, metabolic, blood, and immune disorders","Male","50 to 54",8822.3253959642
"Endocrine, metabolic, blood, and immune disorders","Male","55 to 59",8658.6956220895
"Endocrine, metabolic, blood, and immune disorders","Male","60 to 64",8858.7488613204
"Endocrine, metabolic, blood, and immune disorders","Male","65 to 69",5904.0493958864
"Endocrine, metabolic, blood, and immune disorders","Male","70 to 74",4468.3921623826
"Endocrine, metabolic, blood, and immune disorders","Male","75 to 79",2790.5837617506
"Endocrine, metabolic, blood, and immune disorders","Male","80 plus",2677.1301620145
"Endocrine, metabolic, blood, and immune disorders","Male","Under 5",47105.342570831
"Epilepsy","Female","10 to 14",67034.74945403
"Epilepsy","Female","15 to 19",69101.003932304
"Epilepsy","Female","20 to 24",70351.762499975
"Epilepsy","Female","25 to 29",66092.68098617
"Epilepsy","Female","30 to 34",56906.033811175
"Epilepsy","Female","35 to 39",47826.630138402
"Epilepsy","Female","40 to 44",40575.592367769
"Epilepsy","Female","45 to 49",35278.395658443
"Epilepsy","Female","5 to 9",62213.665250595
"Epilepsy","Female","50 to 54",30581.662882743
"Epilepsy","Female","55 to 59",26170.258757365
"Epilepsy","Female","60 to 64",20202.158641219
"Epilepsy","Female","65 to 69",14212.057411911
"Epilepsy","Female","70 to 74",10674.663514421
"Epilepsy","Female","75 to 79",7192.6405908463
"Epilepsy","Female","80 plus",4960.7234827991
"Epilepsy","Female","Under 5",56813.93768942
"Epilepsy","Male","10 to 14",89562.54508581
"Epilepsy","Male","15 to 19",91427.432361053
"Epilepsy","Male","20 to 24",89938.641009082
"Epilepsy","Male","25 to 29",81348.333448351
"Epilepsy","Male","30 to 34",67928.523803588
"Epilepsy","Male","35 to 39",55864.311196123
"Epilepsy","Male","40 to 44",46820.802787715
"Epilepsy","Male","45 to 49",40071.300135744
"Epilepsy","Male","5 to 9",82437.902522138
"Epilepsy","Male","50 to 54",33483.838098095
"Epilepsy","Male","55 to 59",28155.234827624
"Epilepsy","Male","60 to 64",21241.503104539
"Epilepsy","Male","65 to 69",14025.713251946
"Epilepsy","Male","70 to 74",9803.5872434051
"Epilepsy","Male","75 to 79",5881.9955373188
"Epilepsy","Male","80 plus",3706.1428442737
"Epilepsy","Male","Under 5",73574.863958042
"Esophageal cancer","Female","15 to 19",7.374596136882
"Esophageal cancer","Female","20 to 24",41.911312852366
"Esophageal cancer","Female","25 to 29",56.516958430529
"Esophageal cancer","Female","30 to 34",202.91583293282
"Esophageal cancer","Female","35 to 39",288.69826764033
"Esophageal cancer","Female","40 to 44",488.64841958148
"Esophageal cancer","Female","45 to 49",654.00826362407
"Esophageal cancer","Female","50 to 54",869.62178717332
"Esophageal cancer","Female","55 to 59",1057.4563382965
"Esophageal cancer","Female","60 to 64",987.60987558515
"Esophageal cancer","Female","65 to 69",899.80293586988
"Esophageal cancer","Female","70 to 74",1033.6573888862
"Esophageal cancer","Female","75 to 79",913.16922154406
"Esophageal cancer","Female","80 plus",788.92611423569
"Esophageal cancer","Male","15 to 19",55.394576853762
"Esophageal cancer","Male","20 to 24",68.322772348769
"Esophageal cancer","Male","25 to 29",83.07638122443
"Esophageal cancer","Male","30 to 34",132.70130517991
"Esophageal cancer","Male","35 to 39",290.56748710545
"Esophageal cancer","Male","40 to 44",500.50316411248
"Esophageal cancer","Male","45 to 49",855.12381360555
"Esophageal cancer","Male","50 to 54",1302.2816915167
"Esophageal cancer","Male","55 to 59",1646.7283889978
"Esophageal cancer","Male","60 to 64",1600.0116103089
"Esophageal cancer","Male","65 to 69",1584.488152904
"Esophageal cancer","Male","70 to 74",1172.9353690002
"Esophageal cancer","Male","75 to 79",565.58688197588
"Esophageal cancer","Male","80 plus",496.51067531597
"Exposure to forces of nature","Female","10 to 14",369.840091695
"Exposure to forces of nature","Female","15 to 19",741.52280939374
"Exposure to forces of nature","Female","20 to 24",1011.1397721557
"Exposure to forces of nature","Female","25 to 29",888.73113759198
"Exposure to forces of nature","Female","30 to 34",760.68927236827
"Exposure to forces of nature","Female","35 to 39",852.05467467871
"Exposure to forces of nature","Female","40 to 44",929.814424287
"Exposure to forces of nature","Female","45 to 49",1072.6196187725
"Exposure to forces of nature","Female","5 to 9",38.585880208263
"Exposure to forces of nature","Female","50 to 54",928.89939752501
"Exposure to forces of nature","Female","55 to 59",808.12204847387
"Exposure to forces of nature","Female","60 to 64",642.70464715607
"Exposure to forces of nature","Female","65 to 69",482.14874326437
"Exposure to forces of nature","Female","70 to 74",359.0984632605
"Exposure to forces of nature","Female","75 to 79",234.61125161685
"Exposure to forces of nature","Female","80 plus",158.10536637786
"Exposure to forces of nature","Female","Under 5",40.284657686133
"Exposure to forces of nature","Male","10 to 14",897.92107028729
"Exposure to forces of nature","Male","15 to 19",1041.6887938639
"Exposure to forces of nature","Male","20 to 24",1273.4025021105
"Exposure to forces of nature","Male","25 to 29",1222.9608986859
