"cause_name","sex","age","ylds"
"Low back and neck pain","Male","45 to 49",668591.18418431
"Low back and neck pain","Male","5 to 9",34320.631267199
"Low back and neck pain","Male","50 to 54",612452.65042084
"Low back and neck pain","Male","55 to 59",546710.23081918
"Low back and neck pain","Male","60 to 64",421460.08627842
"Low back and neck pain","Male","65 to 69",281012.63271643
"Low back and neck pain","Male","70 to 74",200623.21475091
"Low back and neck pain","Male","75 to 79",124194.87620633
"Low back and neck pain","Male","80 plus",101664.98840037
"Lower respiratory infections","Female","10 to 14",1076.0885561796
"Lower respiratory infections","Female","15 to 19",735.34180048611
"Lower respiratory infections","Female","20 to 24",536.19353568038
"Lower respiratory infections","Female","25 to 29",473.24930216964
"Lower respiratory infections","Female","30 to 34",407.18023537248
"Lower respiratory infections","Female","35 to 39",332.32795699999
"Lower respiratory infections","Female","40 to 44",341.85027179896
"Lower respiratory infections","Female","45 to 49",409.87966643292
"Lower respiratory infections","Female","5 to 9",1503.4098245359
"Lower respiratory infections","Female","50 to 54",445.51005619563
"Lower respiratory infections","Female","55 to 59",447.76111264141
"Lower respiratory infections","Female","60 to 64",407.01835166076
"Lower respiratory infections","Female","65 to 69",317.01236813515
"Lower respiratory infections","Female","70 to 74",465.14012490357
"Lower respiratory infections","Female","75 to 79",635.04311302629
"Lower respiratory infections","Female","80 plus",1167.4150035788
"Lower respiratory infections","Female","Under 5",13952.007681967
"Lower respiratory infections","Male","10 to 14",1358.378887697
"Lower respiratory infections","Male","15 to 19",932.87820332288
"Lower respiratory infections","Male","20 to 24",676.35617908198
"Lower respiratory infections","Male","25 to 29",618.89204881656
"Lower respiratory infections","Male","30 to 34",564.00045878147
"Lower respiratory infections","Male","35 to 39",491.28817766284
"Lower respiratory infections","Male","40 to 44",494.30205725132
"Lower respiratory infections","Male","45 to 49",616.4905848998
"Lower respiratory infections","Male","5 to 9",1942.1992551425
"Lower respiratory infections","Male","50 to 54",650.06158254874
"Lower respiratory infections","Male","55 to 59",675.43343432718
"Lower respiratory infections","Male","60 to 64",558.58835931662
"Lower respiratory infections","Male","65 to 69",412.40704889549
"Lower respiratory infections","Male","70 to 74",503.35002677111
"Lower respiratory infections","Male","75 to 79",589.28268983775
"Lower respiratory infections","Male","80 plus",1003.2767498117
"Lower respiratory infections","Male","Under 5",16614.710527118
"Lymphatic filariasis","Female","10 to 14",2407.2817333378
"Lymphatic filariasis","Female","15 to 19",4941.9558471307
"Lymphatic filariasis","Female","20 to 24",7200.4614309702
"Lymphatic filariasis","Female","25 to 29",8902.9344737871
"Lymphatic filariasis","Female","30 to 34",9735.5005507322
"Lymphatic filariasis","Female","35 to 39",10053.917669518
"Lymphatic filariasis","Female","40 to 44",10055.395531788
"Lymphatic filariasis","Female","45 to 49",9752.3713430077
"Lymphatic filariasis","Female","5 to 9",518.23848171941
"Lymphatic filariasis","Female","50 to 54",9057.9448044416
"Lymphatic filariasis","Female","55 to 59",7990.7244284244
"Lymphatic filariasis","Female","60 to 64",6438.4093021625
"Lymphatic filariasis","Female","65 to 69",4848.6754172931
"Lymphatic filariasis","Female","70 to 74",3951.6863547364
"Lymphatic filariasis","Female","75 to 79",2838.9006723931
"Lymphatic filariasis","Female","80 plus",2576.9118566722
"Lymphatic filariasis","Male","10 to 14",12972.233111224
"Lymphatic filariasis","Male","15 to 19",29011.319268037
"Lymphatic filariasis","Male","20 to 24",40486.928403941
"Lymphatic filariasis","Male","25 to 29",46439.799168509
"Lymphatic filariasis","Male","30 to 34",50391.385820299
"Lymphatic filariasis","Male","35 to 39",52166.857823535
"Lymphatic filariasis","Male","40 to 44",51379.607437785
"Lymphatic filariasis","Male","45 to 49",49212.92869472
"Lymphatic filariasis","Male","5 to 9",2817.3990272512
"Lymphatic filariasis","Male","50 to 54",44182.149828965
"Lymphatic filariasis","Male","55 to 59",38190.593277384
"Lymphatic filariasis","Male","60 to 64",28853.349312687
"Lymphatic filariasis","Male","65 to 69",19217.837350933
"Lymphatic filariasis","Male","70 to 74",13861.89730713
"Lymphatic filariasis","Male","75 to 79",8775.9946153952
"Lymphatic filariasis","Male","80 plus",7321.5407030207
"Malaria","Female","10 to 14",79462.465589225
"Malaria","Female","15 to 19",46216.850559857
"Malaria","Female","20 to 24",38903.318192786
"Malaria","Female","25 to 29",37448.75756884
"Malaria","Female","30 to 34",34665.379744113
"Malaria","Female","35 to 39",30475.340971356
"Malaria","Female","40 to 44",26187.2039015
"Malaria","Female","45 to 49",21049.048811851
"Malaria","Female","5 to 9",54637.229948694
"Malaria","Female","50 to 54",13049.368788399
"Malaria","Female","55 to 59",9827.707472848
"Malaria","Female","60 to 64",6967.6014280256
"Malaria","Female","65 to 69",4074.9638982238
"Malaria","Female","70 to 74",2834.6250977146
"Malaria","Female","75 to 79",1657.3352263807
"Malaria","Female","80 plus",527.09604301298
"Malaria","Female","Under 5",5408.1545659746
"Malaria","Male","10 to 14",48871.052689975
"Malaria","Male","15 to 19",10725.136001654
"Malaria","Male","20 to 24",6863.708046522
"Malaria","Male","25 to 29",6325.7986541353
"Malaria","Male","30 to 34",6070.2598558675
"Malaria","Male","35 to 39",5605.3408001404
"Malaria","Male","40 to 44",5305.9650034459
"Malaria","Male","45 to 49",4899.8986044472
"Malaria","Male","5 to 9",36344.284669607
"Malaria","Male","50 to 54",4345.1983354112
"Malaria","Male","55 to 59",3744.2425934522
"Malaria","Male","60 to 64",2886.5266947329
"Malaria","Male","65 to 69",1676.7393367126
"Malaria","Male","70 to 74",1245.8218811379
"Malaria","Male","75 to 79",747.90037653301
"Malaria","Male","80 plus",529.98215833349
"Malaria","Male","Under 5",4614.5110950953
"Malignant skin melanoma","Female","15 to 19",229.60455589152
"Malignant skin melanoma","Female","20 to 24",1848.5074307793
"Malignant skin melanoma","Female","25 to 29",580.70629470627
"Malignant skin melanoma","Female","30 to 34",449.72741780258
"Malignant skin melanoma","Female","35 to 39",540.57199820678
"Malignant skin melanoma","Female","40 to 44",1149.0917383748
"Malignant skin melanoma","Female","45 to 49",277.57056896912
"Malignant skin melanoma","Female","50 to 54",446.48601230435
"Malignant skin melanoma","Female","55 to 59",414.33136865412
"Malignant skin melanoma","Female","60 to 64",150.13044558931
"Malignant skin melanoma","Female","65 to 69",59.915313947673
"Malignant skin melanoma","Female","70 to 74",72.251783185412
"Malignant skin melanoma","Female","75 to 79",102.64259087584
"Malignant skin melanoma","Female","80 plus",259.01299226176
"Malignant skin melanoma","Male","15 to 19",167.7788230804
"Malignant skin melanoma","Male","20 to 24",1136.5798632633
"Malignant skin melanoma","Male","25 to 29",1298.9611953322
"Malignant skin melanoma","Male","30 to 34",168.33100530886
"Malignant skin melanoma","Male","35 to 39",420.49005575695
"Malignant skin melanoma","Male","40 to 44",141.46363865266
"Malignant skin melanoma","Male","45 to 49",146.26540465734
"Malignant skin melanoma","Male","50 to 54",134.023108671
"Malignant skin melanoma","Male","55 to 59",654.41772723116
"Malignant skin melanoma","Male","60 to 64",440.98368144654
"Malignant skin melanoma","Male","65 to 69",79.677017162123
"Malignant skin melanoma","Male","70 to 74",61.153966435002
"Malignant skin melanoma","Male","75 to 79",505.71912618282
"Malignant skin melanoma","Male","80 plus",286.56519020616
"Maternal deaths aggravated by HIV/AIDS","Female","15 to 19",NA
"Maternal deaths aggravated by HIV/AIDS","Female","20 to 24",NA
"Maternal deaths aggravated by HIV/AIDS","Female","25 to 29",NA
"Maternal deaths aggravated by HIV/AIDS","Female","30 to 34",NA
"Maternal deaths aggravated by HIV/AIDS","Female","35 to 39",NA
"Maternal deaths aggravated by HIV/AIDS","Female","40 to 44",NA
"Maternal deaths aggravated by HIV/AIDS","Female","45 to 49",NA
"Maternal hemorrhage","Female","10 to 14",117.83294265448
"Maternal hemorrhage","Female","15 to 19",1084.0744152711
"Maternal hemorrhage","Female","20 to 24",3961.1454812453
"Maternal hemorrhage","Female","25 to 29",2362.5354816649
"Maternal hemorrhage","Female","30 to 34",1355.9053229236
"Maternal hemorrhage","Female","35 to 39",792.18847533589
"Maternal hemorrhage","Female","40 to 44",397.71452544811
"Maternal hemorrhage","Female","45 to 49",160.22606663876
"Maternal hypertensive disorders","Female","10 to 14",134.432021317
"Maternal hypertensive disorders","Female","15 to 19",1134.323824677
"Maternal hypertensive disorders","Female","20 to 24",6707.5005427836
"Maternal hypertensive disorders","Female","25 to 29",2978.1990861219
"Maternal hypertensive disorders","Female","30 to 34",1456.6350885159
"Maternal hypertensive disorders","Female","35 to 39",1116.9240518681
"Maternal hypertensive disorders","Female","40 to 44",292.79195749274
"Maternal hypertensive disorders","Female","45 to 49",30.902016006532
"Maternal sepsis and other maternal infections","Female","10 to 14",77.537015561498
"Maternal sepsis and other maternal infections","Female","15 to 19",410.02780054951
"Maternal sepsis and other maternal infections","Female","20 to 24",2175.8665037045
"Maternal sepsis and other maternal infections","Female","25 to 29",1384.8501204856
"Maternal sepsis and other maternal infections","Female","30 to 34",1130.8190359191
"Maternal sepsis and other maternal infections","Female","35 to 39",1087.6794381857
"Maternal sepsis and other maternal infections","Female","40 to 44",745.26851210752
"Maternal sepsis and other maternal infections","Female","45 to 49",229.6630443442
"Measles","Female","10 to 14",99.945367190428
"Measles","Female","15 to 19",37.548283299498
"Measles","Female","20 to 24",22.087813226617
"Measles","Female","25 to 29",12.880216748376
"Measles","Female","30 to 34",8.1888670394291
"Measles","Female","35 to 39",4.9999950371595
"Measles","Female","40 to 44",3.1674085649276
"Measles","Female","45 to 49",2.0306313098189
"Measles","Female","5 to 9",359.08571625771
"Measles","Female","50 to 54",1.5695472939818
"Measles","Female","55 to 59",1.2172170801391
"Measles","Female","Under 5",2759.8398840186
"Measles","Male","10 to 14",95.457645738229
"Measles","Male","15 to 19",32.112880188493
"Measles","Male","20 to 24",16.313972226143
"Measles","Male","25 to 29",8.1514451708383
"Measles","Male","30 to 34",5.3663867664862
"Measles","Male","35 to 39",3.5639246946645
"Measles","Male","40 to 44",2.8339616733045
"Measles","Male","45 to 49",2.3773955079545
"Measles","Male","5 to 9",361.58175337717
"Measles","Male","50 to 54",1.9549588426167
"Measles","Male","55 to 59",2.1610984925477
"Measles","Male","Under 5",2994.4192030336
"Medication overuse headache","Female","10 to 14",25498.867269019
"Medication overuse headache","Female","15 to 19",52284.963932407
"Medication overuse headache","Female","20 to 24",71287.693964271
"Medication overuse headache","Female","25 to 29",81407.536201249
"Medication overuse headache","Female","30 to 34",107519.22787107
"Medication overuse headache","Female","35 to 39",145177.04479229
"Medication overuse headache","Female","40 to 44",141210.50555401
"Medication overuse headache","Female","45 to 49",110803.51424378
"Medication overuse headache","Female","5 to 9",5847.7160314464
"Medication overuse headache","Female","50 to 54",93262.111516644
"Medication overuse headache","Female","55 to 59",85395.467761443
"Medication overuse headache","Female","60 to 64",62987.438690449
"Medication overuse headache","Female","65 to 69",37632.011145412
"Medication overuse headache","Female","70 to 74",22866.897132346
"Medication overuse headache","Female","75 to 79",11724.40906992
"Medication overuse headache","Female","80 plus",9068.447332384
"Medication overuse headache","Male","10 to 14",15300.778708105
"Medication overuse headache","Male","15 to 19",30476.273515864
"Medication overuse headache","Male","20 to 24",39798.117794575
"Medication overuse headache","Male","25 to 29",42647.390439112
"Medication overuse headache","Male","30 to 34",56904.655192583
"Medication overuse headache","Male","35 to 39",78311.906406756
"Medication overuse headache","Male","40 to 44",76444.604811836
"Medication overuse headache","Male","45 to 49",59272.089362089
"Medication overuse headache","Male","5 to 9",3849.9004325966
"Medication overuse headache","Male","50 to 54",47234.682947272
"Medication overuse headache","Male","55 to 59",40593.505831389
"Medication overuse headache","Male","60 to 64",27734.242210951
"Medication overuse headache","Male","65 to 69",14800.058504249
"Medication overuse headache","Male","70 to 74",8160.5193833253
"Medication overuse headache","Male","75 to 79",3695.1362737785
"Medication overuse headache","Male","80 plus",3500.2687551388
"Meningitis","Female","10 to 14",17612.430345478
"Meningitis","Female","15 to 19",18736.522563941
"Meningitis","Female","20 to 24",19880.095694314
"Meningitis","Female","25 to 29",19278.451557417
"Meningitis","Female","30 to 34",17400.074870523
"Meningitis","Female","35 to 39",15750.644134252
"Meningitis","Female","40 to 44",13617.317507096
"Meningitis","Female","45 to 49",11641.61206117
"Meningitis","Female","5 to 9",16456.160817757
"Meningitis","Female","50 to 54",9443.5477461576
"Meningitis","Female","55 to 59",7769.8040690829
"Meningitis","Female","60 to 64",6087.3474247395
"Meningitis","Female","65 to 69",4512.9999017689
"Meningitis","Female","70 to 74",3384.1132870601
"Meningitis","Female","75 to 79",2167.3650472571
"Meningitis","Female","80 plus",1747.8709283204
"Meningitis","Female","Under 5",11958.571973104
"Meningitis","Male","10 to 14",18569.444274541
"Meningitis","Male","15 to 19",20346.138510834
"Meningitis","Male","20 to 24",21920.693546127
"Meningitis","Male","25 to 29",21029.142662963
"Meningitis","Male","30 to 34",19036.272463118
"Meningitis","Male","35 to 39",16936.004823296
"Meningitis","Male","40 to 44",14845.985415164
"Meningitis","Male","45 to 49",12265.511329118
"Meningitis","Male","5 to 9",16808.228160748
"Meningitis","Male","50 to 54",9487.2392287507
"Meningitis","Male","55 to 59",7041.9768119515
"Meningitis","Male","60 to 64",5058.1343384661
"Meningitis","Male","65 to 69",3306.6578219869
"Meningitis","Male","70 to 74",2338.40819852
"Meningitis","Male","75 to 79",1414.8311163012
"Meningitis","Male","80 plus",1137.356930906
"Meningitis","Male","Under 5",11972.899758664
"Mesothelioma","Female","15 to 19",1.9514624760649
"Mesothelioma","Female","20 to 24",1.9505721654717
"Mesothelioma","Female","25 to 29",1.9922905008078
"Mesothelioma","Female","30 to 34",1.7257163912835
"Mesothelioma","Female","35 to 39",1.6035611897915
"Mesothelioma","Female","40 to 44",1.5900069257552
"Mesothelioma","Female","45 to 49",3.927157571106
"Mesothelioma","Female","50 to 54",5.1890981962114
"Mesothelioma","Female","55 to 59",5.4150904004885
"Mesothelioma","Female","60 to 64",4.7259759233153
"Mesothelioma","Female","65 to 69",3.6063688909875
"Mesothelioma","Female","70 to 74",4.497605642531
"Mesothelioma","Female","75 to 79",3.0661563068057
"Mesothelioma","Female","80 plus",3.8800464565996
"Mesothelioma","Male","15 to 19",3.5138135966215
"Mesothelioma","Male","20 to 24",9.3991321718263
"Mesothelioma","Male","25 to 29",4.8620563374288
"Mesothelioma","Male","30 to 34",6.0602551758684
"Mesothelioma","Male","35 to 39",7.7303586035144
"Mesothelioma","Male","40 to 44",13.195080212639
"Mesothelioma","Male","45 to 49",20.725976458117
"Mesothelioma","Male","50 to 54",15.915524602582
"Mesothelioma","Male","55 to 59",23.382369221898
"Mesothelioma","Male","60 to 64",18.080978520651
"Mesothelioma","Male","65 to 69",10.436046370066
"Mesothelioma","Male","70 to 74",4.8881027319999
"Mesothelioma","Male","75 to 79",2.0767998217476
"Mesothelioma","Male","80 plus",2.9140788376725
"Migraine","Female","10 to 14",377561.1352278
"Migraine","Female","15 to 19",435429.78505219
"Migraine","Female","20 to 24",505616.3609606
"Migraine","Female","25 to 29",574302.93728739
"Migraine","Female","30 to 34",585821.72573869
"Migraine","Female","35 to 39",562877.26257499
"Migraine","Female","40 to 44",499175.35494601
"Migraine","Female","45 to 49",416421.7403272
"Migraine","Female","5 to 9",171386.23293616
"Migraine","Female","50 to 54",326693.08057438
"Migraine","Female","55 to 59",242109.67799278
"Migraine","Female","60 to 64",159828.83049303
"Migraine","Female","65 to 69",95619.214166422
"Migraine","Female","70 to 74",58495.271126146
"Migraine","Female","75 to 79",30287.020202005
"Migraine","Female","80 plus",18861.587682778
"Migraine","Male","10 to 14",226100.40167694
"Migraine","Male","15 to 19",299974.14347653
"Migraine","Male","20 to 24",359724.39686
"Migraine","Male","25 to 29",397452.83690643
"Migraine","Male","30 to 34",384065.19020069
"Migraine","Male","35 to 39",333950.61181652
"Migraine","Male","40 to 44",277629.82307312
"Migraine","Male","45 to 49",222024.46676237
"Migraine","Male","5 to 9",93558.049944449
"Migraine","Male","50 to 54",177422.55401664
"Migraine","Male","55 to 59",145149.31717387
"Migraine","Male","60 to 64",97004.593764873
"Migraine","Male","65 to 69",51892.229279929
"Migraine","Male","70 to 74",28959.858132443
"Migraine","Male","75 to 79",13307.665424333
"Migraine","Male","80 plus",6888.811386112
"Multiple myeloma","Female","15 to 19",13.604048189812
"Multiple myeloma","Female","20 to 24",22.915310048231
"Multiple myeloma","Female","25 to 29",20.610898136727
"Multiple myeloma","Female","30 to 34",29.894307356504
"Multiple myeloma","Female","35 to 39",42.018335918462
"Multiple myeloma","Female","40 to 44",86.466884825134
"Multiple myeloma","Female","45 to 49",158.03233184574
"Multiple myeloma","Female","50 to 54",212.12973587345
"Multiple myeloma","Female","55 to 59",309.677575498
"Multiple myeloma","Female","60 to 64",422.99723182084
"Multiple myeloma","Female","65 to 69",277.44235265683
"Multiple myeloma","Female","70 to 74",224.89179562987
"Multiple myeloma","Female","75 to 79",141.69031765243
"Multiple myeloma","Female","80 plus",135.9133658196
"Multiple myeloma","Male","15 to 19",28.619498383729
"Multiple myeloma","Male","20 to 24",28.86924489203
"Multiple myeloma","Male","25 to 29",53.556769671408
"Multiple myeloma","Male","30 to 34",83.478857241026
"Multiple myeloma","Male","35 to 39",112.48573209465
"Multiple myeloma","Male","40 to 44",204.91666429956
"Multiple myeloma","Male","45 to 49",402.96769029989
"Multiple myeloma","Male","50 to 54",470.5753312012
"Multiple myeloma","Male","55 to 59",640.57695915336
"Multiple myeloma","Male","60 to 64",596.35268212178
"Multiple myeloma","Male","65 to 69",481.89395249487
"Multiple myeloma","Male","70 to 74",290.04254304186
"Multiple myeloma","Male","75 to 79",197.63769000509
"Multiple myeloma","Male","80 plus",181.91074686965
"Multiple sclerosis","Female","10 to 14",418.6496337826
"Multiple sclerosis","Female","15 to 19",1789.1568081046
"Multiple sclerosis","Female","20 to 24",3953.358865025
"Multiple sclerosis","Female","25 to 29",6439.1236467871
"Multiple sclerosis","Female","30 to 34",8494.9268563133
"Multiple sclerosis","Female","35 to 39",9614.604584471
"Multiple sclerosis","Female","40 to 44",9470.6051057778
"Multiple sclerosis","Female","45 to 49",8874.7379417273
"Multiple sclerosis","Female","5 to 9",36.061202354976
"Multiple sclerosis","Female","50 to 54",7337.5591387289
"Multiple sclerosis","Female","55 to 59",5366.0664579057
"Multiple sclerosis","Female","60 to 64",3191.0522384802
"Multiple sclerosis","Female","65 to 69",1634.3237742393
"Multiple sclerosis","Female","70 to 74",812.15486724747
"Multiple sclerosis","Female","75 to 79",403.73315968436
"Multiple sclerosis","Female","80 plus",229.9332759478
"Multiple sclerosis","Male","10 to 14",208.47315853417
"Multiple sclerosis","Male","15 to 19",934.20381276947
"Multiple sclerosis","Male","20 to 24",2158.499781233
"Multiple sclerosis","Male","25 to 29",3538.7708836965
"Multiple sclerosis","Male","30 to 34",4408.4106443344
"Multiple sclerosis","Male","35 to 39",4971.2047744249
"Multiple sclerosis","Male","40 to 44",4822.1401360435
"Multiple sclerosis","Male","45 to 49",4315.9368615607
"Multiple sclerosis","Male","5 to 9",16.351349082043
"Multiple sclerosis","Male","50 to 54",3446.3985595197
"Multiple sclerosis","Male","55 to 59",2376.3155279535
"Multiple sclerosis","Male","60 to 64",1362.1484446517
"Multiple sclerosis","Male","65 to 69",641.2770647243
"Multiple sclerosis","Male","70 to 74",295.91966693106
"Multiple sclerosis","Male","75 to 79",132.51470291703
"Multiple sclerosis","Male","80 plus",70.230389807747
"Nasopharynx cancer","Female","10 to 14",6.3040518196957
"Nasopharynx cancer","Female","15 to 19",23.878611608674
"Nasopharynx cancer","Female","20 to 24",27.461437088357
"Nasopharynx cancer","Female","25 to 29",47.650026518293
"Nasopharynx cancer","Female","30 to 34",80.23471042858
"Nasopharynx cancer","Female","35 to 39",105.7979938438
"Nasopharynx cancer","Female","40 to 44",149.03449976788
"Nasopharynx cancer","Female","45 to 49",202.44048952495
"Nasopharynx cancer","Female","5 to 9",2.044122895388
"Nasopharynx cancer","Female","50 to 54",196.86308441614
"Nasopharynx cancer","Female","55 to 59",200.32130961099
"Nasopharynx cancer","Female","60 to 64",175.55146900141
"Nasopharynx cancer","Female","65 to 69",136.86144899188
"Nasopharynx cancer","Female","70 to 74",94.15741303398
"Nasopharynx cancer","Female","75 to 79",32.969175405743
"Nasopharynx cancer","Female","80 plus",38.189105634898
"Nasopharynx cancer","Male","10 to 14",38.593544551184
"Nasopharynx cancer","Male","15 to 19",72.820925736415
"Nasopharynx cancer","Male","20 to 24",78.256195377226
"Nasopharynx cancer","Male","25 to 29",110.89988466836
"Nasopharynx cancer","Male","30 to 34",295.35383746641
"Nasopharynx cancer","Male","35 to 39",444.7686900692
"Nasopharynx cancer","Male","40 to 44",502.4740682449
"Nasopharynx cancer","Male","45 to 49",710.25592750757
"Nasopharynx cancer","Male","5 to 9",10.666597933046
"Nasopharynx cancer","Male","50 to 54",584.7206534556
"Nasopharynx cancer","Male","55 to 59",697.36942524192
"Nasopharynx cancer","Male","60 to 64",499.71972215826
"Nasopharynx cancer","Male","65 to 69",294.59529725439
"Nasopharynx cancer","Male","70 to 74",146.89466927431
"Nasopharynx cancer","Male","75 to 79",81.644778910751
"Nasopharynx cancer","Male","80 plus",55.884536720599
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","10 to 14",37568.572907068
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","15 to 19",32129.411708927
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","20 to 24",28084.209269183
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","25 to 29",24633.798721464
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","30 to 34",20775.591465747
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","35 to 39",17442.375328231
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","40 to 44",14628.99455856
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","45 to 49",11596.303121242
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","5 to 9",44906.60832599
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","50 to 54",8529.3126358016
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","55 to 59",5827.2821217137
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","60 to 64",3602.5667605453
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","65 to 69",1703.3167814283
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","70 to 74",934.59457551479
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","75 to 79",545.51466776252
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","80 plus",426.48939992359
"Neonatal encephalopathy due to birth asphyxia and trauma","Female","Under 5",62999.134259736
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","10 to 14",47525.10225708
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","15 to 19",39956.078337659
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","20 to 24",34986.183146234
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","25 to 29",30077.745492895
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","30 to 34",24925.544871165
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","35 to 39",19819.455257281
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","40 to 44",15284.388457218
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","45 to 49",11166.873470419
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","5 to 9",57099.527802601
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","50 to 54",7227.5998812105
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","55 to 59",4802.3258889029
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","60 to 64",2653.5136274376
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","65 to 69",1302.8503207258
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","70 to 74",800.73803313186
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","75 to 79",473.29044243868
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","80 plus",372.81376356481
"Neonatal encephalopathy due to birth asphyxia and trauma","Male","Under 5",79394.209316798
"Neonatal sepsis and other neonatal infections","Female","Under 5",734.91828197252
"Neonatal sepsis and other neonatal infections","Male","Under 5",1225.2834838468
"Non-Hodgkin lymphoma","Female","10 to 14",99.915693691183
"Non-Hodgkin lymphoma","Female","15 to 19",87.478128813783
"Non-Hodgkin lymphoma","Female","20 to 24",102.42506344031
"Non-Hodgkin lymphoma","Female","25 to 29",124.67082036158
"Non-Hodgkin lymphoma","Female","30 to 34",177.16454254107
"Non-Hodgkin lymphoma","Female","35 to 39",178.4305856683
"Non-Hodgkin lymphoma","Female","40 to 44",275.75963532402
"Non-Hodgkin lymphoma","Female","45 to 49",332.28010338143
"Non-Hodgkin lymphoma","Female","5 to 9",68.461005189052
"Non-Hodgkin lymphoma","Female","50 to 54",404.22203888737
"Non-Hodgkin lymphoma","Female","55 to 59",499.29913309436
"Non-Hodgkin lymphoma","Female","60 to 64",558.29388482067
"Non-Hodgkin lymphoma","Female","65 to 69",519.24363977438
"Non-Hodgkin lymphoma","Female","70 to 74",399.76850201954
"Non-Hodgkin lymphoma","Female","75 to 79",249.6351947225
"Non-Hodgkin lymphoma","Female","80 plus",253.75415760737
"Non-Hodgkin lymphoma","Female","Under 5",84.212697568184
"Non-Hodgkin lymphoma","Male","10 to 14",199.35061873132
"Non-Hodgkin lymphoma","Male","15 to 19",280.70635535779
"Non-Hodgkin lymphoma","Male","20 to 24",337.36758024126
"Non-Hodgkin lymphoma","Male","25 to 29",425.27189517177
"Non-Hodgkin lymphoma","Male","30 to 34",472.79321605127
"Non-Hodgkin lymphoma","Male","35 to 39",530.91964933318
"Non-Hodgkin lymphoma","Male","40 to 44",660.24422236394
"Non-Hodgkin lymphoma","Male","45 to 49",814.27635236925
"Non-Hodgkin lymphoma","Male","5 to 9",180.73677436408
"Non-Hodgkin lymphoma","Male","50 to 54",931.50045840511
"Non-Hodgkin lymphoma","Male","55 to 59",1051.2069094285
"Non-Hodgkin lymphoma","Male","60 to 64",930.90632446528
"Non-Hodgkin lymphoma","Male","65 to 69",818.71878041082
"Non-Hodgkin lymphoma","Male","70 to 74",513.90733597217
"Non-Hodgkin lymphoma","Male","75 to 79",324.75273580522
"Non-Hodgkin lymphoma","Male","80 plus",301.33977148
"Non-Hodgkin lymphoma","Male","Under 5",140.70240370967
"Non-melanoma skin cancer","Female","15 to 19",12.87266924496
"Non-melanoma skin cancer","Female","20 to 24",42.890391923405
"Non-melanoma skin cancer","Female","25 to 29",51.146349476153
"Non-melanoma skin cancer","Female","30 to 34",56.757643607909
"Non-melanoma skin cancer","Female","35 to 39",84.368344617602
"Non-melanoma skin cancer","Female","40 to 44",88.912335495902
"Non-melanoma skin cancer","Female","45 to 49",100.97142782538
"Non-melanoma skin cancer","Female","50 to 54",142.63569299032
"Non-melanoma skin cancer","Female","55 to 59",249.66706466486
"Non-melanoma skin cancer","Female","60 to 64",222.01130805312
"Non-melanoma skin cancer","Female","65 to 69",151.6682471939
"Non-melanoma skin cancer","Female","70 to 74",300.42446555011
"Non-melanoma skin cancer","Female","75 to 79",304.61345471877
"Non-melanoma skin cancer","Female","80 plus",318.98038245858
"Non-melanoma skin cancer","Male","15 to 19",48.894389979258
"Non-melanoma skin cancer","Male","20 to 24",821.64396725785
"Non-melanoma skin cancer","Male","25 to 29",74.155280386193
"Non-melanoma skin cancer","Male","30 to 34",89.805618202828
"Non-melanoma skin cancer","Male","35 to 39",1052.6813580249
"Non-melanoma skin cancer","Male","40 to 44",128.22350510508
"Non-melanoma skin cancer","Male","45 to 49",102.76284688488
"Non-melanoma skin cancer","Male","50 to 54",98.433680616409
"Non-melanoma skin cancer","Male","55 to 59",150.99393461368
"Non-melanoma skin cancer","Male","60 to 64",250.05418323017
"Non-melanoma skin cancer","Male","65 to 69",162.71557325273
